country,iso3,region,archetype,scenario,year,population_millions,coal_pct,oil_pct,gas_pct,nuclear_pct,hydro_pct,solar_pct,wind_pct,other_renewables_pct,renewables_total_pct,fossil_total_pct,clean_baseload_pct,fossil_ratio,coal_to_gas_ratio,pred_co2_per_capita_t,pred_co2_emissions_mt
Indonesia,IDN,Asia,Slow Transition / Coal Reliant,Accelerated,2029,292.636,14.87,25.38,19.06,5.11,9.26,15.2,8.77,2.36,35.58,59.31,14.37,1.6665,0.7798,2.565,750.61
Indonesia,IDN,Asia,Slow Transition / Coal Reliant,Accelerated,2030,294.608,11.37,23.38,19.66,5.41,9.36,17.67,10.57,2.58,40.18,54.41,14.77,1.3538,0.578,2.491,733.87
Iran,IRN,MENA,Slow Transition / Coal Reliant,BAU,2026,91.2,1.64,46.06,46.16,0.0,0.0,4.66,0.34,1.15,6.15,93.86,0.0,15.237,0.0355,8.8,802.56
Iran,IRN,MENA,Slow Transition / Coal Reliant,BAU,2027,91.818,1.65,46.11,46.09,0.0,0.0,4.66,0.34,1.15,6.15,93.85,0.0,15.2354,0.0359,8.8,808.0
Iran,IRN,MENA,Slow Transition / Coal Reliant,BAU,2028,92.441,1.67,46.16,46.03,0.0,0.0,4.66,0.34,1.15,6.15,93.85,0.0,15.2354,0.0362,8.7555,809.37
Iran,IRN,MENA,Slow Transition / Coal Reliant,BAU,2029,93.068,1.68,46.2,45.97,0.0,0.0,4.66,0.34,1.15,6.15,93.85,0.0,15.2354,0.0366,8.7555,814.86
Iran,IRN,MENA,Slow Transition / Coal Reliant,BAU,2030,93.699,1.69,46.25,45.9,0.0,0.0,4.66,0.34,1.15,6.15,93.85,0.0,15.2354,0.0369,8.7555,820.38
Iran,IRN,MENA,Slow Transition / Coal Reliant,Moderate,2026,91.2,1.64,46.06,46.16,0.0,0.0,4.66,0.34,1.15,6.15,93.86,0.0,15.237,0.0355,8.8,802.56
Iran,IRN,MENA,Slow Transition / Coal Reliant,Moderate,2027,91.818,0.14,45.06,46.55,0.1,0.0,5.76,1.14,1.25,8.15,91.75,0.1,11.2439,0.003,8.4037,771.61
Iran,IRN,MENA,Slow Transition / Coal Reliant,Moderate,2028,92.441,0.0,44.06,45.59,0.2,0.0,6.86,1.94,1.35,10.15,89.65,0.2,8.8238,0.0,8.1523,753.61
Iran,IRN,MENA,Slow Transition / Coal Reliant,Moderate,2029,93.068,0.0,43.06,44.49,0.3,0.0,7.96,2.74,1.45,12.15,87.55,0.3,7.1998,0.0,7.8333,729.03
Iran,IRN,MENA,Slow Transition / Coal Reliant,Moderate,2030,93.699,0.0,42.06,43.39,0.4,0.0,9.06,3.54,1.55,14.15,85.45,0.4,6.0346,0.0,7.6773,719.36
Iran,IRN,MENA,Slow Transition / Coal Reliant,Accelerated,2026,91.2,1.64,46.06,46.16,0.0,0.0,4.66,0.34,1.15,6.15,93.86,0.0,15.237,0.0355,8.8,802.56
Iran,IRN,MENA,Slow Transition / Coal Reliant,Accelerated,2027,91.818,0.0,44.06,44.89,0.3,0.1,7.14,2.14,1.38,10.75,88.95,0.4,8.2667,0.0,8.0772,741.63
Iran,IRN,MENA,Slow Transition / Coal Reliant,Accelerated,2028,92.441,0.0,42.06,41.99,0.6,0.2,9.61,3.94,1.6,15.35,84.05,0.8,5.472,0.0,7.5966,702.24
Iran,IRN,MENA,Slow Transition / Coal Reliant,Accelerated,2029,93.068,0.0,40.06,39.09,0.9,0.3,12.08,5.74,1.82,19.95,79.15,1.2,3.9654,0.0,6.9057,642.7
Iran,IRN,MENA,Slow Transition / Coal Reliant,Accelerated,2030,93.699,0.0,38.06,36.19,1.2,0.4,14.56,7.54,2.05,24.55,74.25,1.6,3.0232,0.0,6.2742,587.89
Iraq,IRQ,MENA,Slow Transition / Coal Reliant,BAU,2026,46.1,1.63,46.04,44.86,0.94,1.2,3.2,1.2,0.92,6.52,92.53,2.14,14.17,0.0363,5.18,238.8
Iraq,IRQ,MENA,Slow Transition / Coal Reliant,BAU,2027,46.409,1.68,46.06,44.74,0.94,1.2,3.24,1.23,0.92,6.59,92.48,2.14,14.022,0.0376,5.18,240.4
Iraq,IRQ,MENA,Slow Transition / Coal Reliant,BAU,2028,46.72,1.73,46.08,44.6,0.94,1.2,3.27,1.25,0.93,6.65,92.41,2.14,13.8754,0.0388,5.18,242.01
Iraq,IRQ,MENA,Slow Transition / Coal Reliant,BAU,2029,47.034,1.78,46.1,44.46,0.94,1.2,3.31,1.28,0.93,6.72,92.34,2.14,13.7316,0.0401,5.1452,242.0
Iraq,IRQ,MENA,Slow Transition / Coal Reliant,BAU,2030,47.349,1.83,46.11,44.33,0.94,1.2,3.34,1.3,0.93,6.78,92.28,2.14,13.5906,0.0414,5.12,242.43
Iraq,IRQ,MENA,Slow Transition / Coal Reliant,Moderate,2026,46.1,1.63,46.04,44.86,0.94,1.2,3.2,1.2,0.92,6.52,92.53,2.14,14.17,0.0363,5.18,238.8
Iraq,IRQ,MENA,Slow Transition / Coal Reliant,Moderate,2027,46.409,0.13,45.04,45.27,1.04,1.2,4.3,2.0,1.02,8.52,90.44,2.24,10.6026,0.0029,4.3984,204.13
Iraq,IRQ,MENA,Slow Transition / Coal Reliant,Moderate,2028,46.72,0.0,44.04,44.3,1.14,1.2,5.4,2.8,1.12,10.52,88.34,2.34,8.3894,0.0,4.2447,198.31
Iraq,IRQ,MENA,Slow Transition / Coal Reliant,Moderate,2029,47.034,0.0,43.04,43.2,1.24,1.2,6.5,3.6,1.22,12.52,86.24,2.44,6.8827,0.0,4.082,191.99
Iraq,IRQ,MENA,Slow Transition / Coal Reliant,Moderate,2030,47.349,0.0,42.04,42.1,1.34,1.2,7.6,4.4,1.32,14.52,84.14,2.54,5.7908,0.0,4.038,191.2
Iraq,IRQ,MENA,Slow Transition / Coal Reliant,Accelerated,2026,46.1,1.63,46.04,44.86,0.94,1.2,3.2,1.2,0.92,6.52,92.53,2.14,14.17,0.0363,5.18,238.8
Iraq,IRQ,MENA,Slow Transition / Coal Reliant,Accelerated,2027,46.409,0.0,44.04,43.6,1.24,1.3,5.68,3.0,1.15,11.12,87.64,2.54,7.8742,0.0,4.1189,191.15
Iraq,IRQ,MENA,Slow Transition / Coal Reliant,Accelerated,2028,46.72,0.0,42.04,40.7,1.54,1.4,8.15,4.8,1.37,15.72,82.74,2.94,5.26,0.0,3.9365,183.91
Iraq,IRQ,MENA,Slow Transition / Coal Reliant,Accelerated,2029,47.034,0.0,40.04,37.8,1.84,1.5,10.62,6.6,1.6,20.32,77.84,3.34,3.8288,0.0,3.8692,181.98
Iraq,IRQ,MENA,Slow Transition / Coal Reliant,Accelerated,2030,47.349,0.0,38.04,34.9,2.14,1.6,13.1,8.4,1.82,24.92,72.94,3.74,2.9258,0.0,3.8395,181.8
Israel,ISR,MENA,Slow Transition / Coal Reliant,BAU,2026,9.9,0.36,45.85,45.32,0.88,1.98,5.62,0.0,0.0,7.6,91.53,2.86,12.0276,0.0079,5.28,52.27
Israel,ISR,MENA,Slow Transition / Coal Reliant,BAU,2027,9.964,0.1,45.83,45.4,0.88,1.98,5.72,0.07,0.01,7.78,91.34,2.86,11.7192,0.0023,5.28,52.61
Israel,ISR,MENA,Slow Transition / Coal Reliant,BAU,2028,10.029,0.0,45.81,45.34,0.88,1.98,5.82,0.15,0.02,7.97,91.15,2.86,11.4262,0.0,5.28,52.95
Israel,ISR,MENA,Slow Transition / Coal Reliant,BAU,2029,10.094,0.0,45.79,45.18,0.88,1.98,5.92,0.22,0.03,8.15,90.97,2.86,11.1464,0.0,5.28,53.3
Israel,ISR,MENA,Slow Transition / Coal Reliant,BAU,2030,10.16,0.0,45.77,45.02,0.88,1.98,6.02,0.29,0.04,8.34,90.79,2.86,10.879,0.0,5.28,53.64
Israel,ISR,MENA,Slow Transition / Coal Reliant,Moderate,2026,9.9,0.36,45.85,45.32,0.88,1.98,5.62,0.0,0.0,7.6,91.53,2.86,12.0276,0.0079,5.28,52.27
Israel,ISR,MENA,Slow Transition / Coal Reliant,Moderate,2027,9.964,0.0,44.85,44.57,0.98,1.98,6.72,0.8,0.1,9.6,89.42,2.96,9.3049,0.0,5.1132,50.95
Israel,ISR,MENA,Slow Transition / Coal Reliant,Moderate,2028,10.029,0.0,43.85,43.47,1.08,1.98,7.82,1.6,0.2,11.6,87.32,3.06,7.5211,0.0,4.9422,49.57
Israel,ISR,MENA,Slow Transition / Coal Reliant,Moderate,2029,10.094,0.0,42.85,42.37,1.18,1.98,8.92,2.4,0.3,13.6,85.22,3.16,6.2616,0.0,4.8733,49.19
Israel,ISR,MENA,Slow Transition / Coal Reliant,Moderate,2030,10.16,0.0,41.85,41.27,1.28,1.98,10.02,3.2,0.4,15.6,83.12,3.26,5.3248,0.0,4.7466,48.23
Israel,ISR,MENA,Slow Transition / Coal Reliant,Accelerated,2026,9.9,0.36,45.85,45.32,0.88,1.98,5.62,0.0,0.0,7.6,91.53,2.86,12.0276,0.0079,5.28,52.27
Israel,ISR,MENA,Slow Transition / Coal Reliant,Accelerated,2027,9.964,0.0,43.85,42.77,1.18,2.08,8.1,1.8,0.22,12.2,86.62,3.26,7.0942,0.0,4.8999,48.82
Israel,ISR,MENA,Slow Transition / Coal Reliant,Accelerated,2028,10.029,0.0,41.85,39.87,1.48,2.18,10.57,3.6,0.45,16.8,81.72,3.66,4.8614,0.0,4.5492,45.62
Israel,ISR,MENA,Slow Transition / Coal Reliant,Accelerated,2029,10.094,0.0,39.85,36.97,1.78,2.28,13.05,5.4,0.68,21.4,76.82,4.06,3.588,0.0,3.9251,39.62
Israel,ISR,MENA,Slow Transition / Coal Reliant,Accelerated,2030,10.16,0.0,37.85,34.07,2.08,2.38,15.52,7.2,0.9,26.0,71.92,4.46,2.7651,0.0,3.4228,34.78
Italy,ITA,Europe,Rapid Clean Energy Adopters,BAU,2026,60.4,4.2,30.55,24.72,10.33,4.99,8.76,10.85,5.6,30.2,59.47,15.32,1.9686,0.1698,4.87,294.15
Italy,ITA,Europe,Rapid Clean Energy Adopters,BAU,2027,60.799,3.82,30.03,24.33,10.33,4.99,9.47,11.37,5.66,31.49,58.18,15.32,1.8465,0.1568,4.87,296.09
Italy,ITA,Europe,Rapid Clean Energy Adopters,BAU,2028,61.201,3.43,29.5,23.94,10.33,4.99,10.18,11.89,5.73,32.79,56.88,15.32,1.7341,0.1433,4.7571,291.14
Italy,ITA,Europe,Rapid Clean Energy Adopters,BAU,2029,61.605,3.05,28.98,23.56,10.33,4.99,10.9,12.4,5.79,34.09,55.59,15.32,1.6303,0.1294,4.7382,291.9
Italy,ITA,Europe,Rapid Clean Energy Adopters,BAU,2030,62.012,2.67,28.46,23.17,10.33,4.99,11.61,12.92,5.86,35.38,54.29,15.32,1.534,0.115,4.7337,293.55
Italy,ITA,Europe,Rapid Clean Energy Adopters,Moderate,2026,60.4,4.2,30.55,24.72,10.33,4.99,8.76,10.85,5.6,30.2,59.47,15.32,1.9686,0.1698,4.87,294.15
Italy,ITA,Europe,Rapid Clean Energy Adopters,Moderate,2027,60.799,2.7,29.55,25.12,10.43,4.99,9.86,11.65,5.7,32.2,57.37,15.42,1.7811,0.1074,4.7337,287.8
Italy,ITA,Europe,Rapid Clean Energy Adopters,Moderate,2028,61.201,1.2,28.55,25.52,10.53,4.99,10.96,12.45,5.8,34.2,55.27,15.52,1.6156,0.047,4.6224,282.9
Italy,ITA,Europe,Rapid Clean Energy Adopters,Moderate,2029,61.605,0.0,27.55,25.62,10.63,4.99,12.06,13.25,5.9,36.2,53.17,15.62,1.4684,0.0,4.3093,265.47
Italy,ITA,Europe,Rapid Clean Energy Adopters,Moderate,2030,62.012,0.0,26.55,24.52,10.73,4.99,13.16,14.05,6.0,38.2,51.07,15.72,1.3366,0.0,4.3093,267.23
Italy,ITA,Europe,Rapid Clean Energy Adopters,Accelerated,2026,60.4,4.2,30.55,24.72,10.33,4.99,8.76,10.85,5.6,30.2,59.47,15.32,1.9686,0.1698,4.87,294.15
Italy,ITA,Europe,Rapid Clean Energy Adopters,Accelerated,2027,60.799,0.7,28.55,25.32,10.63,5.09,11.24,12.65,5.82,34.8,54.57,15.72,1.5677,0.0276,4.6224,281.04
Italy,ITA,Europe,Rapid Clean Energy Adopters,Accelerated,2028,61.201,0.0,26.55,23.12,10.93,5.19,13.71,14.45,6.05,39.4,49.67,16.12,1.2603,0.0,4.3093,263.73
Italy,ITA,Europe,Rapid Clean Energy Adopters,Accelerated,2029,61.605,0.0,24.55,20.22,11.23,5.29,16.19,16.25,6.28,44.0,44.77,16.52,1.0173,0.0,4.2622,262.57
Italy,ITA,Europe,Rapid Clean Energy Adopters,Accelerated,2030,62.012,0.0,22.55,17.32,11.53,5.39,18.66,18.05,6.5,48.6,39.87,16.92,0.8202,0.0,4.2622,264.31
Japan,JPN,Asia,Slow Transition / Coal Reliant,BAU,2026,127.0,21.54,35.91,21.21,6.98,4.03,8.4,1.92,0.0,14.35,78.66,11.01,5.4777,1.0151,7.33,930.91
Japan,JPN,Asia,Slow Transition / Coal Reliant,BAU,2027,127.85,21.05,35.53,21.6,6.98,4.03,8.67,2.12,0.02,14.84,78.18,11.01,5.2646,0.9744,7.33,937.14
Japan,JPN,Asia,Slow Transition / Coal Reliant,BAU,2028,128.706,20.56,35.15,21.97,6.98,4.03,8.94,2.31,0.05,15.33,77.69,11.01,5.0645,0.9356,7.33,943.41
Japan,JPN,Asia,Slow Transition / Coal Reliant,BAU,2029,129.567,20.08,34.78,22.35,6.98,4.03,9.21,2.51,0.07,15.82,77.2,11.01,4.8768,0.8981,7.2604,940.71
Japan,JPN,Asia,Slow Transition / Coal Reliant,BAU,2030,130.434,19.59,34.4,22.72,6.98,4.03,9.48,2.7,0.1,16.31,76.71,11.01,4.7004,0.8619,7.252,945.91
Japan,JPN,Asia,Slow Transition / Coal Reliant,Moderate,2026,127.0,21.54,35.91,21.21,6.98,4.03,8.4,1.92,0.0,14.35,78.66,11.01,5.4777,1.0151,7.33,930.91
Japan,JPN,Asia,Slow Transition / Coal Reliant,Moderate,2027,127.85,20.04,34.91,21.62,7.08,4.03,9.5,2.72,0.1,16.35,76.57,11.11,4.6803,0.9265,7.2604,928.24
Japan,JPN,Asia,Slow Transition / Coal Reliant,Moderate,2028,128.706,18.54,33.91,22.02,7.18,4.03,10.6,3.52,0.2,18.35,74.47,11.21,4.0561,0.8416,7.2369,931.43
Japan,JPN,Asia,Slow Transition / Coal Reliant,Moderate,2029,129.567,17.04,32.91,22.42,7.28,4.03,11.7,4.32,0.3,20.35,72.37,11.31,3.5545,0.7597,6.5756,851.98
Japan,JPN,Asia,Slow Transition / Coal Reliant,Moderate,2030,130.434,15.54,31.91,22.82,7.38,4.03,12.8,5.12,0.4,22.35,70.27,11.41,3.1427,0.6807,6.296,821.21
Japan,JPN,Asia,Slow Transition / Coal Reliant,Accelerated,2026,127.0,21.54,35.91,21.21,6.98,4.03,8.4,1.92,0.0,14.35,78.66,11.01,5.4777,1.0151,7.33,930.91
Japan,JPN,Asia,Slow Transition / Coal Reliant,Accelerated,2027,127.85,18.04,33.91,21.82,7.28,4.13,10.88,3.72,0.22,18.95,73.77,11.41,3.8908,0.8264,6.7711,865.69
Japan,JPN,Asia,Slow Transition / Coal Reliant,Accelerated,2028,128.706,14.54,31.91,22.42,7.58,4.23,13.35,5.52,0.45,23.55,68.87,11.81,2.9232,0.6482,5.9743,768.93
Japan,JPN,Asia,Slow Transition / Coal Reliant,Accelerated,2029,129.567,11.04,29.91,23.02,7.88,4.33,15.83,7.32,0.68,28.15,63.97,12.21,2.2717,0.4794,5.9633,772.65
Japan,JPN,Asia,Slow Transition / Coal Reliant,Accelerated,2030,130.434,7.54,27.91,23.62,8.18,4.43,18.3,9.12,0.9,32.75,59.07,12.61,1.8031,0.3191,5.1811,675.79
Kazakhstan,KAZ,Eurasia,Slow Transition / Coal Reliant,BAU,2026,20.5,11.68,23.1,50.49,8.11,2.07,1.26,0.32,2.97,6.62,85.27,10.18,12.8612,0.2313,13.91,285.16
Kazakhstan,KAZ,Eurasia,Slow Transition / Coal Reliant,BAU,2027,20.642,11.45,23.26,50.56,8.11,2.07,1.26,0.32,2.97,6.62,85.27,10.18,12.8612,0.2264,13.798,284.82
Kazakhstan,KAZ,Eurasia,Slow Transition / Coal Reliant,BAU,2028,20.785,11.22,23.41,50.64,8.11,2.07,1.26,0.32,2.97,6.62,85.27,10.18,12.8612,0.2215,13.7235,285.24
Kazakhstan,KAZ,Eurasia,Slow Transition / Coal Reliant,BAU,2029,20.928,10.99,23.57,50.71,8.11,2.07,1.26,0.32,2.97,6.62,85.27,10.18,12.8612,0.2167,13.7235,287.21
Kazakhstan,KAZ,Eurasia,Slow Transition / Coal Reliant,BAU,2030,21.073,10.76,23.72,50.78,8.11,2.07,1.26,0.32,2.97,6.62,85.27,10.18,12.8612,0.2118,13.7235,289.2
Kazakhstan,KAZ,Eurasia,Slow Transition / Coal Reliant,Moderate,2026,20.5,11.68,23.1,50.49,8.11,2.07,1.26,0.32,2.97,6.62,85.27,10.18,12.8612,0.2313,13.91,285.16
Kazakhstan,KAZ,Eurasia,Slow Transition / Coal Reliant,Moderate,2027,20.642,10.18,22.1,50.89,8.21,2.07,2.36,1.12,3.07,8.62,83.17,10.28,9.6373,0.2,13.6534,281.83
Kazakhstan,KAZ,Eurasia,Slow Transition / Coal Reliant,Moderate,2028,20.785,8.68,21.1,51.29,8.31,2.07,3.46,1.92,3.17,10.62,81.07,10.38,7.6265,0.1692,13.6456,283.62
Kazakhstan,KAZ,Eurasia,Slow Transition / Coal Reliant,Moderate,2029,20.928,7.18,20.1,51.69,8.41,2.07,4.56,2.72,3.27,12.62,78.97,10.48,6.2526,0.1389,13.381,280.04
Kazakhstan,KAZ,Eurasia,Slow Transition / Coal Reliant,Moderate,2030,21.073,5.68,19.1,52.09,8.51,2.07,5.66,3.52,3.37,14.62,76.87,10.58,5.2543,0.109,13.2489,279.19
Kazakhstan,KAZ,Eurasia,Slow Transition / Coal Reliant,Accelerated,2026,20.5,11.68,23.1,50.49,8.11,2.07,1.26,0.32,2.97,6.62,85.27,10.18,12.8612,0.2313,13.91,285.16
Kazakhstan,KAZ,Eurasia,Slow Transition / Coal Reliant,Accelerated,2027,20.642,8.18,21.1,51.09,8.41,2.17,3.74,2.12,3.2,11.22,80.37,10.58,7.1567,0.1601,13.6348,281.45
Kazakhstan,KAZ,Eurasia,Slow Transition / Coal Reliant,Accelerated,2028,20.785,4.68,19.1,51.69,8.71,2.27,6.21,3.92,3.42,15.82,75.47,10.98,4.7675,0.0905,13.1655,273.64
Kazakhstan,KAZ,Eurasia,Slow Transition / Coal Reliant,Accelerated,2029,20.928,1.18,17.1,52.29,9.01,2.37,8.68,5.72,3.65,20.42,70.57,11.38,3.4542,0.0226,12.5542,262.73
Kazakhstan,KAZ,Eurasia,Slow Transition / Coal Reliant,Accelerated,2030,21.073,0.0,15.1,50.57,9.31,2.47,11.16,7.52,3.87,25.02,65.67,11.78,2.6237,0.0,11.765,247.92
Kenya,KEN,Africa,Nuclear & Hydro Baseloaders,BAU,2026,57.4,11.93,31.52,11.7,0.6,24.78,4.14,4.47,10.86,44.25,55.15,25.38,1.246,1.0188,0.48,27.55
Kenya,KEN,Africa,Nuclear & Hydro Baseloaders,BAU,2027,57.786,11.92,31.47,11.77,0.6,24.78,4.14,4.47,10.86,44.25,55.15,25.38,1.246,1.0117,0.48,27.74
Kenya,KEN,Africa,Nuclear & Hydro Baseloaders,BAU,2028,58.176,11.9,31.42,11.84,0.6,24.78,4.14,4.47,10.86,44.25,55.15,25.38,1.246,1.0046,0.48,27.92
Kenya,KEN,Africa,Nuclear & Hydro Baseloaders,BAU,2029,58.567,11.88,31.36,11.9,0.6,24.78,4.14,4.47,10.86,44.25,55.15,25.38,1.246,0.9977,0.48,28.11
Kenya,KEN,Africa,Nuclear & Hydro Baseloaders,BAU,2030,58.961,11.87,31.31,11.97,0.6,24.78,4.14,4.47,10.86,44.25,55.15,25.38,1.246,0.9908,0.48,28.3
Kenya,KEN,Africa,Nuclear & Hydro Baseloaders,Moderate,2026,57.4,11.93,31.52,11.7,0.6,24.78,4.14,4.47,10.86,44.25,55.15,25.38,1.246,1.0188,0.48,27.55
Kenya,KEN,Africa,Nuclear & Hydro Baseloaders,Moderate,2027,57.786,10.43,30.52,12.1,0.7,24.78,5.24,5.27,10.96,46.25,53.05,25.48,1.1468,0.8613,0.443,25.6
Kenya,KEN,Africa,Nuclear & Hydro Baseloaders,Moderate,2028,58.176,8.93,29.52,12.5,0.8,24.78,6.34,6.07,11.06,48.25,50.95,25.58,1.0557,0.7138,0.4268,24.83
Kenya,KEN,Africa,Nuclear & Hydro Baseloaders,Moderate,2029,58.567,7.43,28.52,12.9,0.9,24.78,7.44,6.87,11.16,50.25,48.85,25.68,0.9719,0.5755,0.3774,22.1
Kenya,KEN,Africa,Nuclear & Hydro Baseloaders,Moderate,2030,58.961,5.93,27.52,13.3,1.0,24.78,8.54,7.67,11.26,52.25,46.75,25.78,0.8946,0.4455,0.4336,25.57
Kenya,KEN,Africa,Nuclear & Hydro Baseloaders,Accelerated,2026,57.4,11.93,31.52,11.7,0.6,24.78,4.14,4.47,10.86,44.25,55.15,25.38,1.246,1.0188,0.48,27.55
Kenya,KEN,Africa,Nuclear & Hydro Baseloaders,Accelerated,2027,57.786,8.43,29.52,12.3,0.9,24.88,6.62,6.27,11.08,48.85,50.25,25.78,1.0284,0.6848,0.4268,24.66
Kenya,KEN,Africa,Nuclear & Hydro Baseloaders,Accelerated,2028,58.176,4.93,27.52,12.9,1.2,24.98,9.09,8.07,11.31,53.45,45.35,26.18,0.8483,0.3819,0.2979,17.33
Kenya,KEN,Africa,Nuclear & Hydro Baseloaders,Accelerated,2029,58.567,1.43,25.52,13.5,1.5,25.08,11.57,9.87,11.54,58.05,40.45,26.58,0.6967,0.1058,0.1,5.86
Kenya,KEN,Africa,Nuclear & Hydro Baseloaders,Accelerated,2030,58.961,0.0,23.52,12.03,1.8,25.18,14.04,11.67,11.76,62.65,35.55,26.98,0.5673,0.0,0.1,5.9
Kuwait,KWT,MENA,Fossil-Heavy High Emitters,BAU,2026,4.6,1.14,42.97,44.86,0.52,2.15,5.15,0.94,2.27,10.51,88.97,2.67,8.4572,0.0254,21.68,99.73
Kuwait,KWT,MENA,Fossil-Heavy High Emitters,BAU,2027,4.626,1.15,42.61,44.61,0.52,2.15,5.48,1.18,2.3,11.11,88.37,2.67,7.9469,0.0257,21.3746,98.88
Kuwait,KWT,MENA,Fossil-Heavy High Emitters,BAU,2028,4.651,1.15,42.26,44.36,0.52,2.15,5.81,1.42,2.33,11.71,87.77,2.67,7.4889,0.026,21.1455,98.35
Kuwait,KWT,MENA,Fossil-Heavy High Emitters,BAU,2029,4.677,1.16,41.9,44.11,0.52,2.15,6.14,1.66,2.36,12.31,87.17,2.67,7.0755,0.0263,21.1094,98.73
Kuwait,KWT,MENA,Fossil-Heavy High Emitters,BAU,2030,4.703,1.16,41.54,43.86,0.52,2.15,6.47,1.9,2.39,12.91,86.57,2.67,6.7005,0.0266,21.0829,99.15
Kuwait,KWT,MENA,Fossil-Heavy High Emitters,Moderate,2026,4.6,1.14,42.97,44.86,0.52,2.15,5.15,0.94,2.27,10.51,88.97,2.67,8.4572,0.0254,21.68,99.73
Kuwait,KWT,MENA,Fossil-Heavy High Emitters,Moderate,2027,4.626,0.0,41.97,44.9,0.62,2.15,6.25,1.74,2.37,12.51,86.87,2.77,6.9385,0.0,20.3131,93.97
Kuwait,KWT,MENA,Fossil-Heavy High Emitters,Moderate,2028,4.651,0.0,40.97,43.8,0.72,2.15,7.35,2.54,2.47,14.51,84.77,2.87,5.8382,0.0,20.2835,94.34
Kuwait,KWT,MENA,Fossil-Heavy High Emitters,Moderate,2029,4.677,0.0,39.97,42.7,0.82,2.15,8.45,3.34,2.57,16.51,82.67,2.97,5.0042,0.0,20.2157,94.55
Kuwait,KWT,MENA,Fossil-Heavy High Emitters,Moderate,2030,4.703,0.0,38.97,41.6,0.92,2.15,9.55,4.14,2.67,18.51,80.57,3.07,4.3504,0.0,20.1986,94.99
Kuwait,KWT,MENA,Fossil-Heavy High Emitters,Accelerated,2026,4.6,1.14,42.97,44.86,0.52,2.15,5.15,0.94,2.27,10.51,88.97,2.67,8.4572,0.0254,21.68,99.73
Kuwait,KWT,MENA,Fossil-Heavy High Emitters,Accelerated,2027,4.626,0.0,40.97,43.1,0.82,2.25,7.63,2.74,2.5,15.11,84.07,3.07,5.5602,0.0,20.2756,93.79
Kuwait,KWT,MENA,Fossil-Heavy High Emitters,Accelerated,2028,4.651,0.0,38.97,40.2,1.12,2.35,10.1,4.54,2.72,19.71,79.17,3.47,4.0147,0.0,20.167,93.8
Kuwait,KWT,MENA,Fossil-Heavy High Emitters,Accelerated,2029,4.677,0.0,36.97,37.3,1.42,2.45,12.58,6.34,2.94,24.31,74.27,3.87,3.0539,0.0,18.9553,88.65
Kuwait,KWT,MENA,Fossil-Heavy High Emitters,Accelerated,2030,4.703,0.0,34.97,34.4,1.72,2.55,15.05,8.14,3.17,28.91,69.37,4.27,2.3987,0.0,18.2001,85.6
Malaysia,MYS,Asia,Slow Transition / Coal Reliant,BAU,2026,34.8,26.19,29.83,18.67,1.61,8.34,6.96,4.35,4.05,23.7,74.69,9.95,3.1501,1.402,8.33,289.88
Malaysia,MYS,Asia,Slow Transition / Coal Reliant,BAU,2027,35.032,26.05,29.58,18.86,1.61,8.34,7.07,4.43,4.06,23.9,74.49,9.95,3.1148,1.3807,8.3054,290.95
Malaysia,MYS,Asia,Slow Transition / Coal Reliant,BAU,2028,35.265,25.91,29.32,19.05,1.61,8.34,7.18,4.51,4.07,24.11,74.28,9.95,3.08,1.3597,8.3024,292.78
Malaysia,MYS,Asia,Slow Transition / Coal Reliant,BAU,2029,35.5,25.77,29.07,19.24,1.61,8.34,7.3,4.59,4.08,24.31,74.08,9.95,3.0458,1.3392,8.3024,294.74
Malaysia,MYS,Asia,Slow Transition / Coal Reliant,BAU,2030,35.736,25.64,28.82,19.42,1.61,8.34,7.41,4.68,4.09,24.52,73.88,9.95,3.0122,1.319,8.1172,290.08
Malaysia,MYS,Asia,Slow Transition / Coal Reliant,Moderate,2026,34.8,26.19,29.83,18.67,1.61,8.34,6.96,4.35,4.05,23.7,74.69,9.95,3.1501,1.402,8.33,289.88
Malaysia,MYS,Asia,Slow Transition / Coal Reliant,Moderate,2027,35.032,24.69,28.83,19.07,1.71,8.34,8.06,5.15,4.15,25.7,72.59,10.05,2.8234,1.294,8.0922,283.49
Malaysia,MYS,Asia,Slow Transition / Coal Reliant,Moderate,2028,35.265,23.19,27.83,19.47,1.81,8.34,9.16,5.95,4.25,27.7,70.49,10.15,2.5438,1.1905,7.9774,281.32
Malaysia,MYS,Asia,Slow Transition / Coal Reliant,Moderate,2029,35.5,21.69,26.83,19.87,1.91,8.34,10.26,6.75,4.35,29.7,68.39,10.25,2.3019,1.091,7.9774,283.2
Malaysia,MYS,Asia,Slow Transition / Coal Reliant,Moderate,2030,35.736,20.19,25.83,20.27,2.01,8.34,11.36,7.55,4.45,31.7,66.29,10.35,2.0905,0.9956,7.9244,283.19
Malaysia,MYS,Asia,Slow Transition / Coal Reliant,Accelerated,2026,34.8,26.19,29.83,18.67,1.61,8.34,6.96,4.35,4.05,23.7,74.69,9.95,3.1501,1.402,8.33,289.88
Malaysia,MYS,Asia,Slow Transition / Coal Reliant,Accelerated,2027,35.032,22.69,27.83,19.27,1.91,8.44,9.44,6.15,4.27,28.3,69.79,10.35,2.4652,1.1769,7.9774,279.46
