year,country,iso3,region,co2_emissions_mt,population_millions,co2_per_capita_t,co2_intensity_kg_per_gdp_usd,coal_pct,oil_pct,gas_pct,nuclear_pct,hydro_pct,solar_pct,wind_pct,other_renewables_pct,renewables_total_pct,fossil_total_pct,clean_baseload_pct,fossil_ratio,coal_to_gas_ratio,renewables_plus_nuclear_pct
2008,Denmark,DNK,Europe,50.7,5.4,9.35,1.04,11.76,38.32,23.44,11.62,3.89,3.26,2.81,4.89,14.86,73.52,15.51,4.9442,0.5015,26.48
2009,Denmark,DNK,Europe,49.5,5.5,9.06,0.95,10.75,35.68,24.23,10.52,6.1,2.95,4.93,4.85,18.82,70.65,16.62,3.752,0.4435,29.34
2010,Denmark,DNK,Europe,50.1,5.5,9.11,0.91,11.89,36.3,23.76,9.9,5.35,2.96,4.14,5.7,18.15,71.96,15.25,3.9626,0.5002,28.05
2011,Denmark,DNK,Europe,46.9,5.5,8.45,0.81,11.24,35.23,27.92,10.15,4.37,2.37,4.07,4.64,15.45,74.39,14.52,4.8118,0.4024,25.6
2012,Denmark,DNK,Europe,42.8,5.6,7.66,0.7,9.38,34.65,24.83,11.7,5.66,4.68,4.12,4.97,19.43,68.87,17.36,3.5427,0.3776,31.13
2013,Denmark,DNK,Europe,41.3,5.6,7.35,0.64,10.44,35.39,24.61,10.87,6.1,4.07,3.81,4.71,18.69,70.44,16.97,3.7668,0.424,29.56
2014,Denmark,DNK,Europe,38.6,5.7,6.81,0.57,8.31,36.37,25.68,9.89,5.33,4.8,5.74,3.86,19.74,70.37,15.22,3.563,0.3235,29.63
2015,Denmark,DNK,Europe,36.3,5.7,6.37,0.51,8.65,34.47,25.59,9.37,5.35,5.29,5.37,5.92,21.92,68.71,14.72,3.1332,0.3379,31.29
2016,Denmark,DNK,Europe,33.8,5.7,5.89,0.45,9.22,33.44,23.35,11.34,4.02,6.46,6.35,5.82,22.65,66.01,15.36,2.9131,0.3947,33.99
2017,Denmark,DNK,Europe,32.7,5.8,5.66,0.42,8.34,36.5,27.09,9.14,4.96,3.17,6.52,4.29,18.93,71.93,14.1,3.7978,0.3077,28.07
2018,Denmark,DNK,Europe,31.5,5.8,5.4,0.39,7.54,35.89,25.65,8.22,5.33,6.08,6.32,4.97,22.71,69.08,13.55,3.0405,0.2938,30.93
2019,Denmark,DNK,Europe,31.1,5.9,5.3,0.37,8.25,33.97,24.82,10.53,5.28,5.32,6.74,5.08,22.43,67.04,15.81,2.9875,0.3323,32.96
2020,Denmark,DNK,Europe,30.1,5.9,5.1,0.34,8.08,33.31,26.26,9.18,5.12,5.72,8.17,4.16,23.17,67.65,14.3,2.9185,0.3076,32.35
2021,Denmark,DNK,Europe,28.9,5.9,4.86,0.31,8.51,30.61,25.67,9.7,5.34,7.49,8.59,4.1,25.52,64.79,15.04,2.5378,0.3314,35.22
2022,Denmark,DNK,Europe,28.4,6.0,4.75,0.3,6.96,34.23,23.52,11.82,5.25,6.18,7.38,4.66,23.47,64.71,17.07,2.756,0.2958,35.29
2023,Denmark,DNK,Europe,26.9,6.0,4.47,0.27,4.38,33.91,25.81,9.31,6.0,7.15,8.56,4.88,26.59,64.1,15.31,2.4098,0.1696,35.9
2024,Denmark,DNK,Europe,27.4,6.1,4.51,0.27,6.19,33.03,24.56,10.23,5.0,6.31,9.04,5.64,25.99,63.78,15.23,2.4531,0.2519,36.22
2025,Denmark,DNK,Europe,25.7,6.1,4.21,0.24,5.93,31.92,25.55,8.98,4.03,7.4,11.06,5.14,27.63,63.39,13.01,2.2934,0.232,36.61
2026,Denmark,DNK,Europe,25.0,6.1,4.07,0.23,4.67,33.12,24.4,12.08,4.43,6.9,9.71,4.69,25.73,62.19,16.51,2.4161,0.1913,37.81
2000,Egypt,EGY,MENA,144.4,96.0,1.5,0.3,0.36,48.27,45.46,2.85,1.09,0.0,0.0,1.96,3.05,94.09,3.94,30.7484,0.0079,5.9
2001,Egypt,EGY,MENA,154.0,96.8,1.59,0.29,0.46,50.46,46.1,0.6,0.82,0.01,0.0,1.54,2.37,97.02,1.42,40.7647,0.01,2.97
2002,Egypt,EGY,MENA,158.1,97.6,1.62,0.27,1.74,47.35,46.09,1.12,1.59,1.1,0.0,1.0,3.69,95.19,2.71,25.727,0.0377,4.81
2003,Egypt,EGY,MENA,167.9,98.3,1.71,0.26,0.0,49.2,45.72,0.42,1.61,0.0,0.0,3.05,4.66,94.92,2.03,20.3255,0.0,5.08
2004,Egypt,EGY,MENA,169.4,99.1,1.71,0.24,0.86,50.01,45.82,0.0,0.0,1.89,0.0,1.43,3.31,96.69,0.0,29.1235,0.0188,3.31
2005,Egypt,EGY,MENA,181.4,99.8,1.82,0.24,0.0,49.22,47.95,1.68,0.0,0.34,0.17,0.63,1.15,97.17,1.68,83.7672,0.0,2.83
2006,Egypt,EGY,MENA,181.5,100.6,1.8,0.23,0.0,48.92,45.79,1.6,1.88,0.0,0.29,1.51,3.68,94.72,3.48,25.6694,0.0,5.28
2007,Egypt,EGY,MENA,187.1,101.3,1.85,0.22,0.92,48.57,44.46,0.0,2.17,1.68,0.0,2.21,6.06,93.94,2.17,15.4761,0.0207,6.06
2008,Egypt,EGY,MENA,189.3,102.1,1.85,0.21,0.56,49.04,45.15,1.57,0.2,0.45,1.47,1.54,3.67,94.76,1.77,25.75,0.0124,5.24
2009,Egypt,EGY,MENA,202.3,102.9,1.97,0.21,0.87,50.15,45.4,0.54,1.34,0.19,0.58,0.92,3.03,96.42,1.88,31.7171,0.0192,3.57
2010,Egypt,EGY,MENA,203.5,103.6,1.96,0.2,1.9,49.67,46.4,0.0,0.92,0.76,0.36,0.0,2.03,97.97,0.92,48.0245,0.0409,2.03
2011,Egypt,EGY,MENA,210.9,104.4,2.02,0.19,0.0,50.04,46.26,0.66,0.09,1.05,0.64,1.26,3.04,96.3,0.75,31.5738,0.0,3.7
2012,Egypt,EGY,MENA,225.2,105.1,2.14,0.19,2.56,47.8,45.34,0.0,0.64,2.5,0.09,1.06,4.29,95.71,0.64,22.2581,0.0564,4.29
2013,Egypt,EGY,MENA,233.0,105.9,2.2,0.19,1.27,47.07,43.35,2.06,1.56,3.44,0.0,1.24,6.24,91.7,3.62,14.672,0.0293,8.3
2014,Egypt,EGY,MENA,241.0,106.6,2.26,0.19,0.77,46.25,44.25,1.09,1.81,2.06,1.38,2.39,7.64,91.27,2.9,11.9307,0.0174,8.73
2015,Egypt,EGY,MENA,243.7,107.4,2.27,0.18,1.66,46.77,45.25,0.1,1.19,3.15,0.0,1.88,6.22,93.68,1.29,15.0369,0.0367,6.32
2016,Egypt,EGY,MENA,248.8,108.2,2.3,0.18,0.0,47.45,45.97,0.27,1.1,3.21,0.0,1.99,6.31,93.42,1.37,14.7816,0.0,6.58
2017,Egypt,EGY,MENA,252.8,108.9,2.32,0.17,0.24,49.6,45.43,0.0,0.02,4.47,0.25,0.0,4.73,95.27,0.02,20.0992,0.0053,4.73
2018,Egypt,EGY,MENA,260.0,109.7,2.37,0.17,1.8,44.7,44.24,1.88,1.24,5.68,0.0,0.47,7.39,90.74,3.12,12.2622,0.0407,9.27
2019,Egypt,EGY,MENA,267.1,110.4,2.42,0.17,0.73,47.6,45.83,2.24,0.2,2.91,0.0,0.48,3.59,94.17,2.44,26.1583,0.0159,5.83
2020,Egypt,EGY,MENA,266.5,111.2,2.4,0.16,2.5,45.96,44.93,1.78,0.0,3.9,0.0,0.94,4.84,93.38,1.78,19.2536,0.0556,6.62
2021,Egypt,EGY,MENA,281.9,111.9,2.52,0.16,0.42,45.67,45.57,1.23,0.79,4.44,0.0,1.89,7.12,91.65,2.02,12.8541,0.0092,8.35
2022,Egypt,EGY,MENA,286.3,112.7,2.54,0.16,0.79,45.22,44.14,0.76,2.87,4.16,0.0,2.07,9.1,90.15,3.63,9.8957,0.0179,9.86
2023,Egypt,EGY,MENA,290.2,113.5,2.56,0.16,0.53,45.81,44.34,2.28,0.41,5.81,0.0,0.82,7.04,90.68,2.69,12.8624,0.012,9.32
2024,Egypt,EGY,MENA,303.7,114.2,2.66,0.16,2.31,43.91,45.57,0.7,1.21,6.29,0.0,0.0,7.5,91.8,1.91,12.2237,0.0507,8.2
2025,Egypt,EGY,MENA,310.2,115.0,2.7,0.15,0.2,44.68,42.14,1.55,1.48,6.63,1.95,1.36,11.42,87.03,3.03,7.6142,0.0047,12.97
2026,Egypt,EGY,MENA,314.1,115.7,2.71,0.15,2.38,46.0,44.99,0.0,0.43,5.01,1.19,0.0,6.63,93.37,0.43,14.0617,0.0529,6.63
2000,Finland,FIN,Europe,66.7,4.8,14.02,2.8,14.71,39.5,23.78,11.07,4.87,0.0,0.0,6.07,10.94,77.98,15.94,7.1215,0.6183,22.01
2001,Finland,FIN,Europe,65.5,4.8,13.66,2.48,14.1,40.38,24.21,9.17,5.62,0.0,1.2,5.32,12.14,78.69,14.79,6.4765,0.5822,21.31
2002,Finland,FIN,Europe,64.1,4.8,13.26,2.21,13.23,38.95,24.23,10.25,6.82,0.24,1.29,4.98,13.34,76.41,17.07,5.7236,0.5458,23.59
2003,Finland,FIN,Europe,64.3,4.9,13.19,2.03,13.97,39.2,24.32,10.41,4.75,0.02,2.18,5.14,12.09,77.5,15.16,6.405,0.5742,22.5
2004,Finland,FIN,Europe,66.3,4.9,13.51,1.93,13.45,40.77,23.55,11.46,4.19,1.47,0.97,4.14,10.77,77.78,15.65,7.2152,0.5709,22.23
2005,Finland,FIN,Europe,66.1,4.9,13.36,1.78,13.9,38.94,23.93,9.98,4.88,3.16,0.0,5.19,13.24,76.78,14.86,5.7947,0.5806,23.22
2006,Finland,FIN,Europe,65.0,5.0,13.04,1.63,12.0,35.9,24.71,11.88,4.36,2.64,3.52,5.0,15.52,72.6,16.24,4.6748,0.4854,27.4
2007,Finland,FIN,Europe,64.6,5.0,12.86,1.51,12.26,35.65,23.96,10.76,4.99,2.49,2.79,7.1,17.37,71.87,15.75,4.1352,0.5115,28.13
2008,Finland,FIN,Europe,66.1,5.1,13.06,1.45,11.3,38.49,24.71,11.5,3.71,2.6,2.64,5.05,14.0,74.5,15.21,5.3176,0.4571,25.5
2009,Finland,FIN,Europe,64.0,5.1,12.56,1.32,12.62,37.19,25.93,9.23,4.13,2.75,3.38,4.76,15.03,75.74,13.36,5.0359,0.4865,24.26
2010,Finland,FIN,Europe,65.4,5.1,12.73,1.27,10.03,37.49,24.23,11.24,4.93,3.66,4.33,4.11,17.03,71.74,16.17,4.2101,0.4138,28.27
2011,Finland,FIN,Europe,64.1,5.2,12.39,1.18,10.59,36.64,24.01,10.36,5.41,3.51,4.2,5.27,18.4,71.24,15.77,3.8696,0.4409,28.76
2012,Finland,FIN,Europe,59.2,5.2,11.36,1.03,11.35,35.58,25.7,9.99,4.69,5.08,3.95,3.67,17.39,72.62,14.68,4.1736,0.4415,27.38
2013,Finland,FIN,Europe,55.3,5.2,10.55,0.92,11.11,35.59,23.75,11.23,5.31,4.6,4.69,3.72,18.32,70.45,16.54,3.8434,0.4676,29.55
2014,Finland,FIN,Europe,53.3,5.3,10.09,0.84,8.62,36.2,24.25,10.53,4.64,4.59,5.66,5.51,20.4,69.07,15.17,3.3841,0.3553,30.93
2015,Finland,FIN,Europe,49.6,5.3,9.33,0.75,9.78,35.21,25.31,10.29,2.58,5.29,5.95,5.59,19.41,70.3,12.87,3.62,0.3863,29.7
2016,Finland,FIN,Europe,47.0,5.4,8.77,0.67,7.91,36.35,25.0,11.24,3.76,4.18,6.99,4.57,19.5,69.26,15.0,3.55,0.3163,30.74
2017,Finland,FIN,Europe,46.5,5.4,8.61,0.64,7.43,35.18,25.59,10.57,5.77,4.93,6.25,4.29,21.23,68.19,16.34,3.2105,0.2902,31.8
2018,Finland,FIN,Europe,44.7,5.4,8.23,0.59,8.05,33.11,23.97,10.34,6.03,5.79,8.51,4.19,24.53,65.13,16.37,2.654,0.3357,34.87
2019,Finland,FIN,Europe,41.8,5.5,7.64,0.53,6.28,37.4,25.99,10.43,3.46,5.31,6.23,4.9,19.9,69.67,13.89,3.4992,0.2415,30.33
2020,Finland,FIN,Europe,39.8,5.5,7.22,0.48,6.87,33.73,26.08,10.61,3.36,6.72,7.76,4.87,22.71,66.68,13.97,2.9349,0.2633,33.32
2021,Finland,FIN,Europe,38.2,5.5,6.88,0.44,6.99,34.19,24.63,9.95,6.27,5.83,7.14,5.0,24.24,65.81,16.22,2.7138,0.2837,34.19
2022,Finland,FIN,Europe,37.4,5.6,6.7,0.42,5.59,32.58,25.5,11.84,5.13,7.19,6.55,5.62,24.49,63.67,16.97,2.5988,0.2191,36.33
2023,Finland,FIN,Europe,35.9,5.6,6.39,0.39,6.25,32.25,25.17,10.17,3.94,7.41,10.04,4.77,26.16,63.67,14.11,2.4329,0.2482,36.33
2024,Finland,FIN,Europe,34.5,5.7,6.09,0.36,4.99,33.05,26.34,8.94,5.68,6.83,9.65,4.52,26.68,64.38,14.62,2.4121,0.1894,35.62
2025,Finland,FIN,Europe,35.0,5.7,6.14,0.35,4.83,33.89,23.63,10.5,6.74,8.39,8.3,3.72,27.16,62.34,17.24,2.2944,0.2043,37.66
2026,Finland,FIN,Europe,33.2,5.7,5.79,0.32,4.31,32.65,25.62,8.86,4.19,7.3,9.97,7.09,28.55,62.58,13.05,2.1912,0.1682,37.41
2000,France,FRA,Europe,417.5,55.2,7.56,1.51,5.09,33.1,13.72,41.04,5.37,0.03,0.0,1.65,7.05,51.91,46.41,7.3527,0.3707,48.09
2001,France,FRA,Europe,416.5,55.7,7.48,1.36,5.21,32.89,13.93,41.07,4.77,0.02,0.24,1.86,6.9,52.03,45.84,7.5297,0.3737,47.97
2002,France,FRA,Europe,420.8,56.1,7.5,1.25,4.93,32.28,14.55,40.75,5.58,0.0,0.22,1.69,7.49,51.76,46.33,6.9013,0.3386,48.24
2003,France,FRA,Europe,413.0,56.6,7.3,1.12,4.69,32.01,14.77,40.94,5.07,0.0,0.53,1.99,7.59,51.47,46.01,6.7724,0.3173,48.53
2004,France,FRA,Europe,398.0,57.0,6.98,1.0,5.07,31.64,14.8,40.93,4.83,0.06,0.97,1.71,7.56,51.51,45.76,6.8045,0.3423,48.49
2005,France,FRA,Europe,404.1,57.4,7.04,0.94,4.97,31.69,14.85,41.07,4.86,0.41,0.67,1.49,7.43,51.51,45.93,6.9234,0.3345,48.5
2006,France,FRA,Europe,399.8,57.9,6.91,0.86,4.26,31.16,15.36,41.05,5.08,0.28,1.35,1.46,8.17,50.78,46.13,6.2078,0.2772,49.22
2007,France,FRA,Europe,387.3,58.3,6.64,0.78,3.93,31.01,15.21,41.01,5.03,0.4,1.59,1.82,8.83,50.15,46.04,5.6731,0.2582,49.84
2008,France,FRA,Europe,392.9,58.7,6.69,0.74,4.22,30.37,15.55,40.69,4.94,0.92,1.63,1.68,9.17,50.14,45.63,5.4619,0.2712,49.86
2009,France,FRA,Europe,383.1,59.2,6.47,0.68,3.92,30.22,15.81,40.77,5.0,0.65,2.04,1.59,9.27,49.95,45.77,5.3825,0.2478,50.04
2010,France,FRA,Europe,372.0,59.6,6.24,0.62,4.0,30.35,15.91,41.08,5.02,0.15,2.18,1.31,8.66,50.25,46.1,5.7958,0.2513,49.74
2011,France,FRA,Europe,371.5,60.0,6.19,0.59,3.72,30.3,15.68,41.32,5.01,0.69,2.12,1.15,8.97,49.7,46.33,5.5345,0.2371,50.29
2012,France,FRA,Europe,359.2,60.5,5.94,0.54,3.84,30.18,15.26,41.58,5.12,0.61,2.32,1.09,9.13,49.28,46.7,5.3917,0.2515,50.71
2013,France,FRA,Europe,345.8,60.9,5.68,0.49,3.62,30.71,14.58,41.56,5.18,0.86,2.59,0.9,9.53,48.91,46.74,5.1268,0.2481,51.09
2014,France,FRA,Europe,335.8,61.3,5.47,0.46,3.11,31.19,14.25,41.69,4.82,1.4,2.96,0.58,9.76,48.55,46.51,4.9693,0.2181,51.45
2015,France,FRA,Europe,321.5,61.8,5.2,0.42,3.01,31.01,13.86,42.47,4.92,1.02,3.37,0.34,9.66,47.87,47.39,4.9504,0.217,52.13
2016,France,FRA,Europe,318.9,62.2,5.13,0.39,2.76,30.83,14.42,41.5,4.77,1.58,3.48,0.67,10.5,48.0,46.27,4.5671,0.1913,52.0
2017,France,FRA,Europe,306.8,62.7,4.9,0.36,2.66,29.67,14.79,40.38,5.09,2.33,4.39,0.7,12.51,47.11,45.47,3.7628,0.1797,52.89
2018,France,FRA,Europe,298.7,63.1,4.74,0.34,2.23,29.4,15.24,40.57,5.04,2.47,4.2,0.86,12.57,46.86,45.61,3.725,0.1462,53.14
2019,France,FRA,Europe,290.5,63.5,4.57,0.32,2.46,28.38,15.63,39.48,5.01,2.91,5.0,1.13,14.05,46.47,44.49,3.3051,0.1573,53.53
2020,France,FRA,Europe,275.2,64.0,4.3,0.29,2.11,28.19,15.93,39.02,4.98,3.49,5.74,0.53,14.75,46.23,44.0,3.1321,0.1324,53.77
2021,France,FRA,Europe,277.5,64.4,4.31,0.28,1.75,27.93,15.44,39.3,4.85,3.8,6.23,0.7,15.57,45.12,44.15,2.896,0.1133,54.87
2022,France,FRA,Europe,273.1,64.8,4.21,0.26,1.61,27.96,15.41,39.74,5.14,4.08,5.95,0.11,15.28,44.98,44.88,2.9418,0.1044,55.02
2023,France,FRA,Europe,286.2,65.3,4.38,0.27,1.24,27.63,15.29,39.57,5.09,4.7,6.48,0.0,16.27,44.15,44.66,2.7119,0.081,55.84
2024,France,FRA,Europe,279.8,65.7,4.26,0.25,0.89,27.5,14.67,39.63,4.87,5.2,7.25,0.0,17.31,43.06,44.5,2.4861,0.0606,56.94
2025,France,FRA,Europe,280.6,66.1,4.24,0.24,0.0,27.63,14.39,40.22,4.87,5.4,7.49,0.0,17.76,42.02,45.09,2.3647,0.0,57.98
2026,France,FRA,Europe,276.5,66.6,4.15,0.23,0.25,26.78,13.77,40.44,5.05,6.09,7.61,0.0,18.75,40.81,45.49,2.1754,0.0181,59.19
2000,Germany,DEU,Europe,856.5,71.4,12.0,2.4,25.66,38.54,20.61,12.75,1.7,0.0,0.74,0.0,2.44,84.81,14.45,34.6163,1.2444,15.19
2001,Germany,DEU,Europe,848.1,72.0,11.79,2.14,25.19,38.01,20.82,12.65,1.77,0.0,1.56,0.0,3.33,84.02,14.42,25.1557,1.2093,15.98
2002,Germany,DEU,Europe,845.2,72.5,11.65,1.94,25.41,37.48,21.38,12.42,1.43,0.24,1.65,0.0,3.31,84.27,13.85,25.3825,1.1879,15.73
2003,Germany,DEU,Europe,849.6,73.1,11.62,1.79,25.3,36.23,21.41,12.29,1.87,0.57,2.33,0.0,4.77,82.94,14.16,17.3515,1.1811,17.06
2004,Germany,DEU,Europe,837.6,73.7,11.37,1.62,25.33,35.97,21.31,12.3,1.69,0.9,2.5,0.0,5.09,82.62,13.99,16.2,1.1881,17.39
2005,Germany,DEU,Europe,820.9,74.2,11.06,1.47,24.84,35.49,22.06,12.31,1.43,0.87,2.69,0.31,5.3,82.39,13.74,15.516,1.1255,17.61
2006,Germany,DEU,Europe,799.7,74.8,10.69,1.34,24.81,34.79,22.76,11.83,1.14,1.16,3.2,0.32,5.81,82.36,12.97,14.1512,1.0896,17.64
2007,Germany,DEU,Europe,800.7,75.3,10.63,1.25,24.49,33.95,22.1,11.91,1.36,1.35,3.95,0.89,7.55,80.54,13.27,10.6534,1.1076,19.46
2008,Germany,DEU,Europe,799.4,75.9,10.53,1.17,24.26,33.27,22.45,11.44,1.34,1.62,4.12,1.49,8.58,79.98,12.78,9.3108,1.0801,20.02
2009,Germany,DEU,Europe,799.0,76.5,10.45,1.1,24.27,33.0,23.04,11.15,0.94,1.74,4.53,1.32,8.54,80.31,12.09,9.393,1.0529,19.69
2010,Germany,DEU,Europe,784.3,77.0,10.18,1.02,23.9,32.09,23.28,11.12,0.48,2.13,4.89,2.09,9.6,79.28,11.6,8.2497,1.0262,20.72
2011,Germany,DEU,Europe,770.0,77.6,9.92,0.95,23.85,31.97,22.44,10.33,1.26,2.58,5.78,1.78,11.4,78.27,11.59,6.8598,1.0624,21.73
2012,Germany,DEU,Europe,758.2,78.2,9.7,0.88,24.13,32.04,22.42,9.71,1.14,3.01,5.96,1.6,11.71,78.59,10.85,6.7056,1.0758,21.42
2013,Germany,DEU,Europe,744.1,78.7,9.45,0.82,23.93,33.0,21.94,9.16,1.0,3.56,6.83,0.59,11.97,78.86,10.16,6.5826,1.0902,21.13
2014,Germany,DEU,Europe,751.3,79.3,9.48,0.79,23.9,32.96,21.44,8.3,1.17,4.4,7.29,0.55,13.4,78.3,9.47,5.8389,1.1142,21.7
2015,Germany,DEU,Europe,728.6,79.8,9.13,0.73,23.91,32.69,21.32,7.98,0.98,4.91,8.22,0.0,14.11,77.92,8.96,5.5184,1.121,22.09
2016,Germany,DEU,Europe,714.1,80.4,8.88,0.68,21.55,32.75,22.12,7.65,0.93,5.98,9.01,0.0,15.92,76.43,8.58,4.7979,0.9738,23.57
2017,Germany,DEU,Europe,700.8,81.0,8.66,0.64,19.98,33.22,22.79,7.06,1.04,6.14,9.77,0.0,16.96,75.98,8.1,4.4773,0.8763,24.02
2018,Germany,DEU,Europe,671.3,81.5,8.23,0.59,18.12,32.59,23.62,6.46,1.15,7.12,10.94,0.0,19.21,74.33,7.61,3.8673,0.7668,25.67
2019,Germany,DEU,Europe,668.8,82.1,8.15,0.56,15.99,33.15,24.61,6.29,0.7,7.69,11.57,0.0,19.96,73.76,6.99,3.6935,0.6495,26.25
2020,Germany,DEU,Europe,652.2,82.7,7.89,0.53,13.93,33.75,25.81,5.38,0.38,8.32,12.43,0.0,21.13,73.49,5.76,3.4763,0.5395,26.51
2021,Germany,DEU,Europe,626.0,83.2,7.52,0.49,13.84,33.83,25.3,4.25,0.97,9.19,12.61,0.0,22.77,72.98,5.22,3.2037,0.5468,27.02
2022,Germany,DEU,Europe,613.5,83.8,7.32,0.46,13.07,34.52,25.3,3.14,0.95,9.64,13.37,0.0,23.96,72.9,4.09,3.0413,0.5164,27.1
2023,Germany,DEU,Europe,608.6,84.3,7.22,0.44,12.69,35.7,25.49,1.37,1.0,10.16,13.6,0.0,24.75,73.88,2.37,2.9838,0.4976,26.12
2024,Germany,DEU,Europe,583.7,84.9,6.87,0.4,12.04,36.22,25.2,0.11,0.99,10.74,14.0,0.7,26.42,73.47,1.1,2.7798,0.4776,26.53
2025,Germany,DEU,Europe,565.8,85.5,6.62,0.38,11.04,35.57,24.53,0.0,1.05,11.9,14.26,1.65,28.85,71.15,1.05,2.4653,0.4499,28.85
2026,Germany,DEU,Europe,565.0,86.0,6.57,0.36,10.13,35.07,23.79,0.24,0.9,13.08,14.85,1.95,30.78,68.99,1.14,2.2407,0.4256,31.02
2000,India,IND,Asia,987.2,1215.5,0.81,0.16,54.88,31.75,8.29,0.84,3.13,0.0,0.0,1.12,4.24,94.92,3.97,22.3341,6.612,5.08
2001,India,IND,Asia,1069.2,1225.1,0.87,0.16,55.16,31.25,7.63,1.26,3.27,0.38,0.1,0.95,4.69,94.05,4.53,20.0106,7.2199,5.95
2002,India,IND,Asia,1156.2,1234.7,0.94,0.16,54.54,31.1,8.17,1.33,3.44,0.1,0.2,1.14,4.87,93.81,4.77,19.2234,6.6675,6.2
2003,India,IND,Asia,1253.8,1244.2,1.01,0.16,54.9,30.75,8.52,1.09,2.88,0.03,0.01,1.81,4.73,94.17,3.97,19.8671,6.4361,5.82
2004,India,IND,Asia,1354.6,1253.8,1.08,0.15,54.7,30.7,8.78,0.97,2.76,0.15,0.23,1.71,4.85,94.18,3.73,19.3786,6.223,5.82
2005,India,IND,Asia,1417.3,1263.4,1.12,0.15,54.62,30.09,8.68,0.96,3.17,0.0,0.46,2.04,5.66,93.39,4.13,16.4709,6.2854,6.62
2006,India,IND,Asia,1505.9,1273.0,1.18,0.15,54.56,29.49,9.22,1.2,2.8,0.0,0.32,2.4,5.52,93.28,4.0,16.868,5.9112,6.72
2007,India,IND,Asia,1566.3,1282.6,1.22,0.14,54.59,29.19,9.47,0.76,2.81,0.0,0.49,2.69,5.98,93.25,3.57,15.5676,5.7584,6.74
2008,India,IND,Asia,1636.4,1292.1,1.27,0.14,53.94,28.83,9.41,1.15,2.79,0.01,0.81,3.06,6.66,92.19,3.94,13.8216,5.7261,7.81
2009,India,IND,Asia,1754.0,1301.7,1.35,0.14,54.16,28.25,9.93,1.43,2.67,0.0,0.85,2.71,6.24,92.34,4.1,14.7744,5.4487,7.67
2010,India,IND,Asia,1824.7,1311.3,1.39,0.14,54.13,27.84,10.32,0.72,2.97,0.21,1.0,2.81,6.99,92.29,3.69,13.1843,5.2401,7.71
2011,India,IND,Asia,1871.2,1320.9,1.42,0.13,54.39,28.09,9.49,1.05,2.93,0.26,1.13,2.65,6.98,91.98,3.98,13.1588,5.7253,8.03
2012,India,IND,Asia,1994.1,1330.5,1.5,0.14,55.47,28.1,9.12,0.9,3.38,0.18,1.04,1.81,6.42,92.69,4.28,14.4152,6.0756,7.32
2013,India,IND,Asia,2093.4,1340.1,1.56,0.14,54.43,27.74,8.72,1.23,3.94,0.45,1.56,1.93,7.88,90.9,5.17,11.5209,6.2348,9.11
2014,India,IND,Asia,2171.2,1349.6,1.61,0.13,55.36,28.08,8.5,1.13,3.72,0.39,1.32,1.51,6.93,91.94,4.85,13.2478,6.5053,8.06
2015,India,IND,Asia,2330.7,1359.2,1.71,0.14,55.81,27.94,7.52,1.34,3.95,0.59,1.79,1.06,7.39,91.26,5.29,12.3324,7.4117,8.73
2016,India,IND,Asia,2328.6,1368.8,1.7,0.13,55.46,27.14,8.81,1.21,4.01,1.18,1.26,0.94,7.38,91.41,5.22,12.3694,6.288,8.59
2017,India,IND,Asia,2392.3,1378.4,1.74,0.13,55.26,26.71,8.87,1.1,4.38,0.98,1.81,0.88,8.05,90.84,5.48,11.2705,6.223,9.15
2018,India,IND,Asia,2385.4,1388.0,1.72,0.12,55.22,26.8,9.07,1.09,3.81,1.87,1.38,0.76,7.82,91.09,4.9,11.6335,6.0815,8.91
2019,India,IND,Asia,2410.9,1397.5,1.73,0.12,54.3,26.47,9.54,1.01,4.14,2.32,1.44,0.79,8.69,90.31,5.15,10.3805,5.6859,9.7
2020,India,IND,Asia,2405.7,1407.1,1.71,0.11,54.32,26.24,9.76,0.83,3.88,2.47,1.36,1.15,8.85,90.32,4.71,10.1941,5.5599,9.68
2021,India,IND,Asia,2570.5,1416.7,1.81,0.12,53.88,26.02,9.81,0.98,3.76,3.17,1.57,0.81,9.3,89.72,4.74,9.6369,5.4868,10.28
2022,India,IND,Asia,2700.5,1426.3,1.89,0.12,52.81,25.76,9.75,1.09,3.82,4.0,1.77,0.99,10.58,88.33,4.91,8.3409,5.4109,11.67
2023,India,IND,Asia,2772.0,1435.9,1.93,0.12,52.02,25.98,9.2,1.29,4.23,4.76,1.81,0.72,11.52,87.19,5.52,7.562,5.6482,12.81
2024,India,IND,Asia,2936.0,1445.4,2.03,0.12,52.04,26.38,9.03,0.92,3.91,5.27,2.11,0.34,11.63,87.45,4.83,7.5129,5.7566,12.55
2025,India,IND,Asia,3015.3,1455.0,2.07,0.12,51.15,25.21,9.01,1.23,3.56,6.64,2.16,1.03,13.4,85.37,4.79,6.3661,5.6707,14.63
2026,India,IND,Asia,3119.2,1464.6,2.13,0.12,49.39,24.78,8.92,1.18,4.04,7.25,2.57,1.87,15.72,83.1,5.22,5.2829,5.5308,16.9
2000,Indonesia,IDN,Asia,287.3,238.0,1.21,0.24,34.11,34.11,10.48,2.56,10.0,1.44,0.54,6.75,18.75,78.69,12.56,4.1946,3.2517,21.31
2001,Indonesia,IDN,Asia,306.7,239.9,1.28,0.23,34.8,35.49,10.85,1.9,9.88,0.03,0.59,6.46,16.96,81.14,11.78,4.7814,3.2044,18.86
