year_month,year,month,region,temp_anomaly_c,temp_anomaly_baseline,co2_ppm,has_co2_ppm,temp_anomaly_roll12m
2019-02,2019,2,Europe,1.407,1951-1980,,0,1.449
2019-03,2019,3,Europe,1.395,1951-1980,,0,1.4405
2019-04,2019,4,Europe,1.488,1951-1980,,0,1.438
2019-05,2019,5,Europe,1.505,1951-1980,,0,1.4351
2019-06,2019,6,Europe,1.456,1951-1980,,0,1.4364
2019-07,2019,7,Europe,1.519,1951-1980,,0,1.4375
2019-08,2019,8,Europe,1.552,1951-1980,,0,1.4454
2019-09,2019,9,Europe,1.617,1951-1980,,0,1.4638
2019-10,2019,10,Europe,1.6,1951-1980,,0,1.4822
2019-11,2019,11,Europe,1.62,1951-1980,,0,1.4968
2019-12,2019,12,Europe,1.63,1951-1980,,0,1.5175
2020-01,2020,1,Europe,1.568,1951-1980,,0,1.5298
2020-02,2020,2,Europe,1.651,1951-1980,,0,1.5501
2020-03,2020,3,Europe,1.621,1951-1980,,0,1.5689
2020-04,2020,4,Europe,1.685,1951-1980,,0,1.5853
2020-05,2020,5,Europe,1.649,1951-1980,,0,1.5973
2020-06,2020,6,Europe,1.674,1951-1980,,0,1.6155
2020-07,2020,7,Europe,1.653,1951-1980,,0,1.6267
2020-08,2020,8,Europe,1.541,1951-1980,,0,1.6258
2020-09,2020,9,Europe,1.562,1951-1980,,0,1.6212
2020-10,2020,10,Europe,1.592,1951-1980,,0,1.6205
2020-11,2020,11,Europe,1.588,1951-1980,,0,1.6178
2020-12,2020,12,Europe,1.566,1951-1980,,0,1.6125
2021-01,2021,1,Europe,1.521,1951-1980,,0,1.6086
2021-02,2021,2,Europe,1.555,1951-1980,,0,1.6006
2021-03,2021,3,Europe,1.427,1951-1980,,0,1.5844
2021-04,2021,4,Europe,1.479,1951-1980,,0,1.5672
2021-05,2021,5,Europe,1.543,1951-1980,,0,1.5584
2021-06,2021,6,Europe,1.483,1951-1980,,0,1.5425
2021-07,2021,7,Europe,1.414,1951-1980,,0,1.5226
2021-08,2021,8,Europe,1.401,1951-1980,,0,1.5109
2021-09,2021,9,Europe,1.358,1951-1980,,0,1.4939
2021-10,2021,10,Europe,1.3,1951-1980,,0,1.4696
2021-11,2021,11,Europe,1.364,1951-1980,,0,1.4509
2021-12,2021,12,Europe,1.357,1951-1980,,0,1.4335
2022-01,2022,1,Europe,1.316,1951-1980,,0,1.4164
2022-02,2022,2,Europe,1.343,1951-1980,,0,1.3988
2022-03,2022,3,Europe,1.382,1951-1980,,0,1.395
2022-04,2022,4,Europe,1.328,1951-1980,,0,1.3824
2022-05,2022,5,Europe,1.329,1951-1980,,0,1.3646
2022-06,2022,6,Europe,1.37,1951-1980,,0,1.3552
2022-07,2022,7,Europe,1.402,1951-1980,,0,1.3542
2022-08,2022,8,Europe,1.353,1951-1980,,0,1.3502
2022-09,2022,9,Europe,1.247,1951-1980,,0,1.3409
2022-10,2022,10,Europe,1.415,1951-1980,,0,1.3505
2022-11,2022,11,Europe,1.348,1951-1980,,0,1.3492
2022-12,2022,12,Europe,1.388,1951-1980,,0,1.3518
2023-01,2023,1,Europe,1.5,1951-1980,,0,1.3671
2023-02,2023,2,Europe,1.561,1951-1980,,0,1.3853
2023-03,2023,3,Europe,1.615,1951-1980,,0,1.4047
2023-04,2023,4,Europe,1.652,1951-1980,,0,1.4317
2023-05,2023,5,Europe,1.648,1951-1980,,0,1.4582
2023-06,2023,6,Europe,1.672,1951-1980,,0,1.4834
2023-07,2023,7,Europe,1.778,1951-1980,,0,1.5148
2023-08,2023,8,Europe,1.988,1951-1980,,0,1.5677
2023-09,2023,9,Europe,1.992,1951-1980,,0,1.6297
2023-10,2023,10,Europe,2.026,1951-1980,,0,1.6807
2023-11,2023,11,Europe,1.987,1951-1980,,0,1.7339
2023-12,2023,12,Europe,2.096,1951-1980,,0,1.7929
2024-01,2024,1,Europe,2.082,1951-1980,,0,1.8414
2024-02,2024,2,Europe,2.025,1951-1980,,0,1.8801
2024-03,2024,3,Europe,2.19,1951-1980,,0,1.928
2024-04,2024,4,Europe,2.265,1951-1980,,0,1.9791
2024-05,2024,5,Europe,2.177,1951-1980,,0,2.0232
2024-06,2024,6,Europe,2.243,1951-1980,,0,2.0708
2024-07,2024,7,Europe,2.071,1951-1980,,0,2.0952
2024-08,2024,8,Europe,2.131,1951-1980,,0,2.1071
2024-09,2024,9,Europe,2.008,1951-1980,,0,2.1084
2024-10,2024,10,Europe,2.11,1951-1980,,0,2.1154
2024-11,2024,11,Europe,2.066,1951-1980,,0,2.122
2024-12,2024,12,Europe,2.116,1951-1980,,0,2.1237
2025-01,2025,1,Europe,2.103,1951-1980,,0,2.1254
2025-02,2025,2,Europe,2.157,1951-1980,,0,2.1364
2025-03,2025,3,Europe,2.103,1951-1980,,0,2.1292
2025-04,2025,4,Europe,2.035,1951-1980,,0,2.11
2025-05,2025,5,Europe,2.126,1951-1980,,0,2.1058
2025-06,2025,6,Europe,2.029,1951-1980,,0,2.0879
2025-07,2025,7,Europe,2.034,1951-1980,,0,2.0848
2025-08,2025,8,Europe,1.979,1951-1980,,0,2.0722
2025-09,2025,9,Europe,2.035,1951-1980,,0,2.0744
2025-10,2025,10,Europe,2.013,1951-1980,,0,2.0663
2025-11,2025,11,Europe,2.043,1951-1980,,0,2.0644
2025-12,2025,12,Europe,1.983,1951-1980,,0,2.0533
2026-01,2026,1,Europe,2.014,1951-1980,,0,2.0459
2026-02,2026,2,Europe,1.975,1951-1980,,0,2.0308
2026-03,2026,3,Europe,2.034,1951-1980,,0,2.025
2026-04,2026,4,Europe,2.044,1951-1980,,0,2.0258
2000-01,2000,1,Global,0.432,1951-1980,367.44,1,0.432
2000-02,2000,2,Global,0.451,1951-1980,369.21,1,0.4415
2000-03,2000,3,Global,0.428,1951-1980,371.01,1,0.437
2000-04,2000,4,Global,0.484,1951-1980,372.55,1,0.4488
2000-05,2000,5,Global,0.488,1951-1980,373.24,1,0.4566
2000-06,2000,6,Global,0.476,1951-1980,372.33,1,0.4598
2000-07,2000,7,Global,0.401,1951-1980,370.95,1,0.4514
2000-08,2000,8,Global,0.426,1951-1980,369.07,1,0.4482
2000-09,2000,9,Global,0.422,1951-1980,367.47,1,0.4453
2000-10,2000,10,Global,0.418,1951-1980,366.34,1,0.4426
2000-11,2000,11,Global,0.421,1951-1980,365.78,1,0.4406
2000-12,2000,12,Global,0.535,1951-1980,366.52,1,0.4485
2001-01,2001,1,Global,0.473,1951-1980,370.09,1,0.4519
2001-02,2001,2,Global,0.469,1951-1980,371.3,1,0.4534
2001-03,2001,3,Global,0.52,1951-1980,373.22,1,0.4611
2001-04,2001,4,Global,0.49,1951-1980,374.4,1,0.4616
2001-05,2001,5,Global,0.545,1951-1980,374.79,1,0.4663
2001-06,2001,6,Global,0.522,1951-1980,375.06,1,0.4702
2001-07,2001,7,Global,0.51,1951-1980,373.12,1,0.4792
2001-08,2001,8,Global,0.515,1951-1980,371.08,1,0.4867
2001-09,2001,9,Global,0.547,1951-1980,369.59,1,0.4971
2001-10,2001,10,Global,0.492,1951-1980,368.46,1,0.5032
2001-11,2001,11,Global,0.504,1951-1980,368.14,1,0.5102
2001-12,2001,12,Global,0.548,1951-1980,368.62,1,0.5113
2002-01,2002,1,Global,0.492,1951-1980,371.31,1,0.5128
2002-02,2002,2,Global,0.565,1951-1980,373.36,1,0.5208
2002-03,2002,3,Global,0.628,1951-1980,375.45,1,0.5298
2002-04,2002,4,Global,0.588,1951-1980,375.78,1,0.538
2002-05,2002,5,Global,0.641,1951-1980,376.92,1,0.546
2002-06,2002,6,Global,0.55,1951-1980,376.19,1,0.5483
2002-07,2002,7,Global,0.6,1951-1980,375.48,1,0.5558
2002-08,2002,8,Global,0.593,1951-1980,373.2,1,0.5623
2002-09,2002,9,Global,0.669,1951-1980,371.52,1,0.5725
2002-10,2002,10,Global,0.679,1951-1980,370.74,1,0.5881
2002-11,2002,11,Global,0.667,1951-1980,369.75,1,0.6017
2002-12,2002,12,Global,0.687,1951-1980,370.37,1,0.6132
2003-01,2003,1,Global,0.753,1951-1980,373.82,1,0.635
2003-02,2003,2,Global,0.781,1951-1980,374.7,1,0.653
2003-03,2003,3,Global,0.647,1951-1980,377.11,1,0.6546
2003-04,2003,4,Global,0.736,1951-1980,378.07,1,0.6669
2003-05,2003,5,Global,0.653,1951-1980,378.91,1,0.6679
2003-06,2003,6,Global,0.67,1951-1980,378.28,1,0.6779
2003-07,2003,7,Global,0.586,1951-1980,376.55,1,0.6768
2003-08,2003,8,Global,0.585,1951-1980,375.07,1,0.6761
2003-09,2003,9,Global,0.637,1951-1980,373.16,1,0.6734
2003-10,2003,10,Global,0.588,1951-1980,372.51,1,0.6658
2003-11,2003,11,Global,0.625,1951-1980,371.94,1,0.6623
2003-12,2003,12,Global,0.559,1951-1980,372.78,1,0.6517
2004-01,2004,1,Global,0.553,1951-1980,375.85,1,0.635
2004-02,2004,2,Global,0.609,1951-1980,377.17,1,0.6207
2004-03,2004,3,Global,0.576,1951-1980,378.52,1,0.6148
2004-04,2004,4,Global,0.591,1951-1980,380.2,1,0.6027
2004-05,2004,5,Global,0.553,1951-1980,380.49,1,0.5943
2004-06,2004,6,Global,0.557,1951-1980,380.42,1,0.5849
2004-07,2004,7,Global,0.542,1951-1980,379.1,1,0.5812
2004-08,2004,8,Global,0.562,1951-1980,377.38,1,0.5793
2004-09,2004,9,Global,0.513,1951-1980,375.09,1,0.569
2004-10,2004,10,Global,0.554,1951-1980,373.88,1,0.5662
2004-11,2004,11,Global,0.519,1951-1980,373.62,1,0.5573
2004-12,2004,12,Global,0.542,1951-1980,373.96,1,0.5559
2005-01,2005,1,Global,0.617,1951-1980,377.29,1,0.5612
2005-02,2005,2,Global,0.62,1951-1980,378.88,1,0.5622
2005-03,2005,3,Global,0.666,1951-1980,381.14,1,0.5697
2005-04,2005,4,Global,0.64,1951-1980,382.14,1,0.5738
2005-05,2005,5,Global,0.535,1951-1980,382.39,1,0.5722
2005-06,2005,6,Global,0.587,1951-1980,382.32,1,0.5748
2005-07,2005,7,Global,0.633,1951-1980,380.87,1,0.5823
2005-08,2005,8,Global,0.621,1951-1980,378.52,1,0.5873
2005-09,2005,9,Global,0.661,1951-1980,377.17,1,0.5996
2005-10,2005,10,Global,0.601,1951-1980,376.18,1,0.6035
2005-11,2005,11,Global,0.678,1951-1980,375.5,1,0.6168
2005-12,2005,12,Global,0.682,1951-1980,375.98,1,0.6284
2006-01,2006,1,Global,0.696,1951-1980,378.98,1,0.635
2006-02,2006,2,Global,0.673,1951-1980,380.79,1,0.6394
2006-03,2006,3,Global,0.692,1951-1980,382.24,1,0.6416
2006-04,2006,4,Global,0.637,1951-1980,383.79,1,0.6413
2006-05,2006,5,Global,0.61,1951-1980,383.73,1,0.6476
2006-06,2006,6,Global,0.623,1951-1980,383.96,1,0.6506
2006-07,2006,7,Global,0.648,1951-1980,382.18,1,0.6518
2006-08,2006,8,Global,0.638,1951-1980,380.87,1,0.6532
2006-09,2006,9,Global,0.675,1951-1980,378.5,1,0.6544
2006-10,2006,10,Global,0.557,1951-1980,377.67,1,0.6508
2006-11,2006,11,Global,0.591,1951-1980,377.52,1,0.6435
2006-12,2006,12,Global,0.615,1951-1980,378.09,1,0.6379
2007-01,2007,1,Global,0.591,1951-1980,381.74,1,0.6292
2007-02,2007,2,Global,0.63,1951-1980,383.07,1,0.6256
2007-03,2007,3,Global,0.677,1951-1980,384.6,1,0.6243
2007-04,2007,4,Global,0.638,1951-1980,385.97,1,0.6244
2007-05,2007,5,Global,0.659,1951-1980,386.45,1,0.6285
2007-06,2007,6,Global,0.662,1951-1980,385.56,1,0.6318
2007-07,2007,7,Global,0.621,1951-1980,384.66,1,0.6295
2007-08,2007,8,Global,0.732,1951-1980,382.83,1,0.6373
2007-09,2007,9,Global,0.635,1951-1980,380.37,1,0.634
2007-10,2007,10,Global,0.648,1951-1980,379.82,1,0.6416
2007-11,2007,11,Global,0.632,1951-1980,379.45,1,0.645
2007-12,2007,12,Global,0.599,1951-1980,378.94,1,0.6437
2008-01,2008,1,Global,0.68,1951-1980,382.44,1,0.6511
2008-02,2008,2,Global,0.626,1951-1980,384.59,1,0.6508
2008-03,2008,3,Global,0.677,1951-1980,385.97,1,0.6508
2008-04,2008,4,Global,0.635,1951-1980,387.24,1,0.6505
2008-05,2008,5,Global,0.625,1951-1980,388.54,1,0.6477
2008-06,2008,6,Global,0.727,1951-1980,387.2,1,0.6531
2008-07,2008,7,Global,0.596,1951-1980,386.44,1,0.651
2008-08,2008,8,Global,0.563,1951-1980,384.49,1,0.6369
2008-09,2008,9,Global,0.6,1951-1980,382.74,1,0.634
2008-10,2008,10,Global,0.48,1951-1980,381.36,1,0.62
2008-11,2008,11,Global,0.514,1951-1980,381.91,1,0.6102
2008-12,2008,12,Global,0.556,1951-1980,381.63,1,0.6066
2009-01,2009,1,Global,0.553,1951-1980,384.86,1,0.596
2009-02,2009,2,Global,0.597,1951-1980,386.37,1,0.5936
2009-03,2009,3,Global,0.54,1951-1980,388.12,1,0.5822
2009-04,2009,4,Global,0.546,1951-1980,389.69,1,0.5748
2009-05,2009,5,Global,0.618,1951-1980,390.01,1,0.5742
2009-06,2009,6,Global,0.611,1951-1980,389.92,1,0.5645
2009-07,2009,7,Global,0.575,1951-1980,388.55,1,0.5628
2009-08,2009,8,Global,0.586,1951-1980,386.6,1,0.5647
2009-09,2009,9,Global,0.606,1951-1980,385.16,1,0.5652
2009-10,2009,10,Global,0.695,1951-1980,383.21,1,0.5831
2009-11,2009,11,Global,0.67,1951-1980,383.26,1,0.5961
2009-12,2009,12,Global,0.775,1951-1980,383.22,1,0.6143
2010-01,2010,1,Global,0.721,1951-1980,387.06,1,0.6283
2010-02,2010,2,Global,0.779,1951-1980,388.15,1,0.6435
2010-03,2010,3,Global,0.721,1951-1980,390.05,1,0.6586
2010-04,2010,4,Global,0.783,1951-1980,391.77,1,0.6783
2010-05,2010,5,Global,0.671,1951-1980,391.91,1,0.6828
2010-06,2010,6,Global,0.682,1951-1980,391.33,1,0.6887
2010-07,2010,7,Global,0.694,1951-1980,390.05,1,0.6986
2010-08,2010,8,Global,0.636,1951-1980,388.38,1,0.7028
2010-09,2010,9,Global,0.612,1951-1980,386.41,1,0.7032
2010-10,2010,10,Global,0.598,1951-1980,385.42,1,0.6952
2010-11,2010,11,Global,0.634,1951-1980,385.12,1,0.6922
2010-12,2010,12,Global,0.665,1951-1980,385.23,1,0.683
2011-01,2011,1,Global,0.667,1951-1980,388.71,1,0.6785
2011-02,2011,2,Global,0.648,1951-1980,390.72,1,0.6676
2011-03,2011,3,Global,0.601,1951-1980,391.94,1,0.6576
2011-04,2011,4,Global,0.603,1951-1980,393.15,1,0.6426
2011-05,2011,5,Global,0.631,1951-1980,394.05,1,0.6392
2011-06,2011,6,Global,0.555,1951-1980,393.44,1,0.6287
2011-07,2011,7,Global,0.601,1951-1980,392.02,1,0.6209
2011-08,2011,8,Global,0.513,1951-1980,390.47,1,0.6107
2011-09,2011,9,Global,0.589,1951-1980,388.41,1,0.6088
2011-10,2011,10,Global,0.542,1951-1980,387.44,1,0.6041
2011-11,2011,11,Global,0.547,1951-1980,387.17,1,0.5968
2011-12,2011,12,Global,0.559,1951-1980,386.89,1,0.588
2012-01,2012,1,Global,0.548,1951-1980,390.4,1,0.5781
2012-02,2012,2,Global,0.564,1951-1980,392.68,1,0.5711
2012-03,2012,3,Global,0.668,1951-1980,394.3,1,0.5767
2012-04,2012,4,Global,0.562,1951-1980,395.39,1,0.5732
2012-05,2012,5,Global,0.529,1951-1980,396.04,1,0.5648
2012-06,2012,6,Global,0.587,1951-1980,395.15,1,0.5674
2012-07,2012,7,Global,0.615,1951-1980,394.34,1,0.5686
2012-08,2012,8,Global,0.597,1951-1980,392.11,1,0.5756
2012-09,2012,9,Global,0.582,1951-1980,390.58,1,0.575
2012-10,2012,10,Global,0.654,1951-1980,389.51,1,0.5843
2012-11,2012,11,Global,0.601,1951-1980,388.57,1,0.5888
2012-12,2012,12,Global,0.713,1951-1980,389.0,1,0.6017
2013-01,2013,1,Global,0.648,1951-1980,391.79,1,0.61
2013-02,2013,2,Global,0.674,1951-1980,394.44,1,0.6192
2013-03,2013,3,Global,0.718,1951-1980,395.79,1,0.6233
2013-04,2013,4,Global,0.678,1951-1980,397.08,1,0.633
2013-05,2013,5,Global,0.694,1951-1980,397.71,1,0.6468
2013-06,2013,6,Global,0.642,1951-1980,396.94,1,0.6513
2013-07,2013,7,Global,0.686,1951-1980,396.16,1,0.6572
2013-08,2013,8,Global,0.693,1951-1980,393.8,1,0.6652
2013-09,2013,9,Global,0.633,1951-1980,392.4,1,0.6695
2013-10,2013,10,Global,0.679,1951-1980,391.14,1,0.6716
2013-11,2013,11,Global,0.671,1951-1980,390.41,1,0.6774
2013-12,2013,12,Global,0.651,1951-1980,391.31,1,0.6722
2014-01,2014,1,Global,0.737,1951-1980,399.38,1,0.6797
2014-02,2014,2,Global,0.71,1951-1980,401.65,1,0.6827
2014-03,2014,3,Global,0.722,1951-1980,403.84,1,0.683
2014-04,2014,4,Global,0.685,1951-1980,404.66,1,0.6836
2014-05,2014,5,Global,0.662,1951-1980,405.23,1,0.6809
2014-06,2014,6,Global,0.758,1951-1980,404.96,1,0.6906
2014-07,2014,7,Global,0.736,1951-1980,403.48,1,0.6948
2014-08,2014,8,Global,0.706,1951-1980,401.99,1,0.6958
2014-09,2014,9,Global,0.657,1951-1980,400.18,1,0.6978
2014-10,2014,10,Global,0.757,1951-1980,398.37,1,0.7043
2014-11,2014,11,Global,0.758,1951-1980,398.49,1,0.7116
2014-12,2014,12,Global,0.697,1951-1980,398.29,1,0.7154
2015-01,2015,1,Global,0.775,1951-1980,402.92,1,0.7186
2015-02,2015,2,Global,0.825,1951-1980,404.42,1,0.7282
2015-03,2015,3,Global,0.804,1951-1980,405.48,1,0.735
2015-04,2015,4,Global,0.766,1951-1980,407.34,1,0.7418
2015-05,2015,5,Global,0.824,1951-1980,407.97,1,0.7553
2015-06,2015,6,Global,0.784,1951-1980,407.42,1,0.7574
2015-07,2015,7,Global,0.806,1951-1980,406.11,1,0.7632
2015-08,2015,8,Global,0.988,1951-1980,405.12,1,0.7867
2015-09,2015,9,Global,0.984,1951-1980,402.87,1,0.814
2015-10,2015,10,Global,0.998,1951-1980,401.37,1,0.8341
2015-11,2015,11,Global,1.071,1951-1980,400.86,1,0.8602
2015-12,2015,12,Global,1.022,1951-1980,401.23,1,0.8872
2016-01,2016,1,Global,0.996,1951-1980,405.58,1,0.9057
2016-02,2016,2,Global,1.085,1951-1980,407.39,1,0.9273
2016-03,2016,3,Global,1.092,1951-1980,408.86,1,0.9513
2016-04,2016,4,Global,1.12,1951-1980,410.19,1,0.9808
2016-05,2016,5,Global,1.164,1951-1980,410.92,1,1.0092
2016-06,2016,6,Global,1.132,1951-1980,410.09,1,1.0382
2016-07,2016,7,Global,0.927,1951-1980,408.49,1,1.0483
2016-08,2016,8,Global,0.991,1951-1980,406.69,1,1.0485
2016-09,2016,9,Global,0.942,1951-1980,405.7,1,1.045
2016-10,2016,10,Global,0.919,1951-1980,404.43,1,1.0384
2016-11,2016,11,Global,0.941,1951-1980,403.86,1,1.0276
2016-12,2016,12,Global,1.035,1951-1980,404.12,1,1.0287
2017-01,2017,1,Global,0.983,1951-1980,408.17,1,1.0276
2017-02,2017,2,Global,1.074,1951-1980,410.03,1,1.0267
2017-03,2017,3,Global,1.023,1951-1980,411.53,1,1.0209
2017-04,2017,4,Global,0.993,1951-1980,412.87,1,1.0103
2017-05,2017,5,Global,0.963,1951-1980,413.22,1,0.9936
2017-06,2017,6,Global,0.916,1951-1980,412.76,1,0.9756
2017-07,2017,7,Global,0.955,1951-1980,410.87,1,0.9779
2017-08,2017,8,Global,0.965,1951-1980,409.72,1,0.9758
2017-09,2017,9,Global,0.893,1951-1980,407.74,1,0.9717
2017-10,2017,10,Global,0.935,1951-1980,406.76,1,0.973
2017-11,2017,11,Global,1.023,1951-1980,406.41,1,0.9798
2017-12,2017,12,Global,0.989,1951-1980,406.78,1,0.976
2018-01,2018,1,Global,0.924,1951-1980,410.47,1,0.9711
2018-02,2018,2,Global,0.962,1951-1980,412.67,1,0.9618
2018-03,2018,3,Global,0.924,1951-1980,414.18,1,0.9535
2018-04,2018,4,Global,0.923,1951-1980,416.03,1,0.9477
2018-05,2018,5,Global,0.879,1951-1980,416.01,1,0.9407
2018-06,2018,6,Global,0.933,1951-1980,415.43,1,0.9421
2018-07,2018,7,Global,0.921,1951-1980,413.74,1,0.9392
2018-08,2018,8,Global,0.883,1951-1980,412.76,1,0.9324
2018-09,2018,9,Global,0.862,1951-1980,411.36,1,0.9298
2018-10,2018,10,Global,0.88,1951-1980,410.19,1,0.9252
2018-11,2018,11,Global,0.886,1951-1980,408.79,1,0.9138
2018-12,2018,12,Global,0.814,1951-1980,409.43,1,0.8992
2019-01,2019,1,Global,0.916,1951-1980,413.47,1,0.8986
2019-02,2019,2,Global,0.875,1951-1980,414.73,1,0.8913
2019-03,2019,3,Global,0.874,1951-1980,417.12,1,0.8872
2019-04,2019,4,Global,0.885,1951-1980,418.18,1,0.884
2019-05,2019,5,Global,0.915,1951-1980,418.72,1,0.887
2019-06,2019,6,Global,0.936,1951-1980,418.31,1,0.8872
2019-07,2019,7,Global,1.037,1951-1980,416.84,1,0.8969
2019-08,2019,8,Global,0.909,1951-1980,415.43,1,0.8991
2019-09,2019,9,Global,0.894,1951-1980,413.59,1,0.9018
2019-10,2019,10,Global,0.923,1951-1980,412.39,1,0.9053
2019-11,2019,11,Global,0.948,1951-1980,411.82,1,0.9105
2019-12,2019,12,Global,0.957,1951-1980,412.09,1,0.9224
2020-01,2020,1,Global,0.928,1951-1980,416.12,1,0.9234
2020-02,2020,2,Global,0.951,1951-1980,417.9,1,0.9298
2020-03,2020,3,Global,0.988,1951-1980,419.29,1,0.9392
2020-04,2020,4,Global,1.003,1951-1980,420.71,1,0.9491
2020-05,2020,5,Global,0.949,1951-1980,422.13,1,0.9519
2020-06,2020,6,Global,1.023,1951-1980,420.84,1,0.9592
2020-07,2020,7,Global,1.051,1951-1980,419.79,1,0.9603
2020-08,2020,8,Global,0.894,1951-1980,417.78,1,0.9591
2020-09,2020,9,Global,0.868,1951-1980,415.84,1,0.9569
2020-10,2020,10,Global,0.861,1951-1980,414.68,1,0.9518
2020-11,2020,11,Global,0.91,1951-1980,414.67,1,0.9486
2020-12,2020,12,Global,0.97,1951-1980,415.16,1,0.9497
2021-01,2021,1,Global,0.929,1951-1980,419.03,1,0.9498
2021-02,2021,2,Global,0.894,1951-1980,420.62,1,0.945
2021-03,2021,3,Global,0.903,1951-1980,422.47,1,0.9379
2021-04,2021,4,Global,0.928,1951-1980,423.89,1,0.9317
2021-05,2021,5,Global,0.889,1951-1980,424.35,1,0.9267
2021-06,2021,6,Global,0.82,1951-1980,423.8,1,0.9098
2021-07,2021,7,Global,0.813,1951-1980,422.06,1,0.8899
2021-08,2021,8,Global,0.854,1951-1980,420.05,1,0.8866
2021-09,2021,9,Global,0.722,1951-1980,418.45,1,0.8744
2021-10,2021,10,Global,0.775,1951-1980,417.67,1,0.8672
2021-11,2021,11,Global,0.77,1951-1980,416.8,1,0.8556
2021-12,2021,12,Global,0.785,1951-1980,417.47,1,0.8402
2022-01,2022,1,Global,0.726,1951-1980,421.68,1,0.8232
2022-02,2022,2,Global,0.768,1951-1980,423.05,1,0.8128
2022-03,2022,3,Global,0.708,1951-1980,425.39,1,0.7965
2022-04,2022,4,Global,0.799,1951-1980,426.88,1,0.7858
2022-05,2022,5,Global,0.779,1951-1980,426.92,1,0.7766
2022-06,2022,6,Global,0.78,1951-1980,426.33,1,0.7732
2022-07,2022,7,Global,0.745,1951-1980,425.08,1,0.7676
2022-08,2022,8,Global,0.773,1951-1980,423.16,1,0.7608
2022-09,2022,9,Global,0.766,1951-1980,421.11,1,0.7645
2022-10,2022,10,Global,0.758,1951-1980,420.49,1,0.7631
2022-11,2022,11,Global,0.798,1951-1980,419.69,1,0.7654
2022-12,2022,12,Global,0.778,1951-1980,420.13,1,0.7648
2023-01,2023,1,Global,0.963,1951-1980,424.34,1,0.7846
2023-02,2023,2,Global,0.969,1951-1980,426.11,1,0.8013
2023-03,2023,3,Global,1.032,1951-1980,427.75,1,0.8283
2023-04,2023,4,Global,1.042,1951-1980,429.19,1,0.8486
2023-05,2023,5,Global,1.032,1951-1980,429.49,1,0.8697
2023-06,2023,6,Global,1.02,1951-1980,428.39,1,0.8897
2023-07,2023,7,Global,1.104,1951-1980,427.53,1,0.9196
2023-08,2023,8,Global,1.218,1951-1980,426.43,1,0.9567
2023-09,2023,9,Global,1.285,1951-1980,424.26,1,0.9999
2023-10,2023,10,Global,1.309,1951-1980,422.75,1,1.0458
2023-11,2023,11,Global,1.274,1951-1980,421.77,1,1.0855
2023-12,2023,12,Global,1.35,1951-1980,422.88,1,1.1332
2024-01,2024,1,Global,1.314,1951-1980,426.82,1,1.1624
2024-02,2024,2,Global,1.452,1951-1980,428.82,1,1.2027
2024-03,2024,3,Global,1.455,1951-1980,430.27,1,1.2379
2024-04,2024,4,Global,1.372,1951-1980,431.75,1,1.2654
2024-05,2024,5,Global,1.435,1951-1980,432.25,1,1.299
2024-06,2024,6,Global,1.407,1951-1980,431.55,1,1.3312
2024-07,2024,7,Global,1.263,1951-1980,430.62,1,1.3445
2024-08,2024,8,Global,1.124,1951-1980,428.43,1,1.3367
2024-09,2024,9,Global,1.204,1951-1980,427.22,1,1.3299
2024-10,2024,10,Global,1.262,1951-1980,425.24,1,1.326
2024-11,2024,11,Global,1.194,1951-1980,425.68,1,1.3193
2024-12,2024,12,Global,1.273,1951-1980,425.2,1,1.3129
2025-01,2025,1,Global,1.276,1951-1980,429.81,1,1.3098
2025-02,2025,2,Global,1.355,1951-1980,431.36,1,1.3017
2025-03,2025,3,Global,1.239,1951-1980,432.91,1,1.2837
2025-04,2025,4,Global,1.251,1951-1980,434.44,1,1.2736
2025-05,2025,5,Global,1.238,1951-1980,434.93,1,1.2572
2025-06,2025,6,Global,1.238,1951-1980,434.51,1,1.2431
2025-07,2025,7,Global,1.27,1951-1980,433.53,1,1.2437
2025-08,2025,8,Global,1.244,1951-1980,431.07,1,1.2537
2025-09,2025,9,Global,1.277,1951-1980,429.97,1,1.2598
2025-10,2025,10,Global,1.204,1951-1980,428.94,1,1.2549
2025-11,2025,11,Global,1.181,1951-1980,428.09,1,1.2538
2025-12,2025,12,Global,1.216,1951-1980,428.54,1,1.2491
2026-01,2026,1,Global,1.192,1951-1980,432.15,1,1.2421
2026-02,2026,2,Global,1.187,1951-1980,434.19,1,1.2281
2026-03,2026,3,Global,1.205,1951-1980,435.06,1,1.2252
2026-04,2026,4,Global,1.22,1951-1980,436.88,1,1.2227
2000-01,2000,1,North_America,0.644,1951-1980,,0,0.644
2000-02,2000,2,North_America,0.649,1951-1980,,0,0.6465
2000-03,2000,3,North_America,0.616,1951-1980,,0,0.6363
2000-04,2000,4,North_America,0.619,1951-1980,,0,0.632
2000-05,2000,5,North_America,0.665,1951-1980,,0,0.6386
2000-06,2000,6,North_America,0.687,1951-1980,,0,0.6467
2000-07,2000,7,North_America,0.62,1951-1980,,0,0.6429
2000-08,2000,8,North_America,0.665,1951-1980,,0,0.6456
2000-09,2000,9,North_America,0.737,1951-1980,,0,0.6558
2000-10,2000,10,North_America,0.661,1951-1980,,0,0.6563
2000-11,2000,11,North_America,0.648,1951-1980,,0,0.6555
2000-12,2000,12,North_America,0.697,1951-1980,,0,0.659
2001-01,2001,1,North_America,0.711,1951-1980,,0,0.6646
2001-02,2001,2,North_America,0.72,1951-1980,,0,0.6705
