year,country,iso3,region,population_millions,co2_per_capita_t,coal_pct,oil_pct,gas_pct,nuclear_pct,hydro_pct,solar_pct,wind_pct,other_renewables_pct,renewables_total_pct,fossil_total_pct,clean_baseload_pct,fossil_ratio,coal_to_gas_ratio,renewables_plus_nuclear_pct,grid_emission_factor,vre_pct,fossil_to_renew_ratio,low_carbon_pct,coal_oil_pct,log_population,split,pred_co2_per_capita_t,ridge_pred_co2_per_capita_t,residual
2025,Japan,JPN,Asia,126.2,7.41,22.2,36.02,21.05,6.28,4.18,8.74,1.52,0.0,14.45,79.28,10.46,5.4827,1.054131054131054,20.73,0.586875,10.26,5.482710926694329,20.73,58.22,4.845760650906022,validation,9.897631377855047,11.130561332841339,-2.487631377855047
2026,Japan,JPN,Asia,127.0,7.33,21.54,35.91,21.21,6.98,4.03,8.4,1.92,0.0,14.35,78.67,11.010000000000002,5.4784,1.015080113100848,21.33,0.58017,10.32,5.47841225626741,21.33,57.449999999999996,4.852030263919617,validation,9.917729591322372,11.120195092390762,-2.587729591322372
2000,Kazakhstan,KAZ,Eurasia,17.0,9.97,14.72,23.0,47.99,6.19,4.74,0.74,0.0,2.62,8.1,85.71,10.93,10.5684,0.3066666666666667,14.29,0.535655,0.74,10.568434032059185,14.29,37.72,2.8903717578961645,train,,,
2001,Kazakhstan,KAZ,Eurasia,17.1,10.55,16.41,23.13,52.16,4.58,2.49,0.0,0.36,0.86,3.71,91.7,7.07,24.6505,0.31454859114433587,8.29,0.572295,0.36,24.650537634408604,8.29,39.54,2.89591193827178,train,,,
2002,Kazakhstan,KAZ,Eurasia,17.3,10.61,14.03,24.5,48.86,5.36,2.59,0.75,1.1,2.83,7.26,87.38,7.95,12.0193,0.28708819316554124,12.62,0.5439200000000001,1.85,12.019257221458046,12.620000000000001,38.53,2.9069010598473755,train,,,
2003,Kazakhstan,KAZ,Eurasia,17.4,11.2,14.27,24.22,48.47,7.48,3.99,0.03,0.0,1.54,5.55,86.96,11.47,15.6403,0.29434818481848185,13.03,0.542465,0.03,15.640287769784173,13.030000000000001,38.489999999999995,2.91235066461494,train,,,
2004,Kazakhstan,KAZ,Eurasia,17.5,11.55,14.47,25.52,50.7,6.62,1.64,0.0,0.02,1.02,2.68,90.7,8.26,33.7175,0.2853480575823309,9.3,0.5642499999999999,0.02,33.71747211895911,9.3,39.99,2.917770732084279,train,,,
2005,Kazakhstan,KAZ,Eurasia,17.7,12.0,13.5,24.38,51.07,5.53,2.44,0.0,0.19,2.89,5.52,88.95,7.970000000000001,16.085,0.26429130775254506,11.05,0.547665,0.19,16.08499095840868,11.05,37.879999999999995,2.928523523860541,train,,,
2006,Kazakhstan,KAZ,Eurasia,17.8,12.57,15.46,23.96,49.88,5.17,3.41,0.61,1.52,0.0,5.54,89.29,8.58,16.0883,0.3098817398276208,10.71,0.55876,2.13,16.08828828828829,10.71,39.42,2.9338568698359038,train,,,
2007,Kazakhstan,KAZ,Eurasia,17.9,12.9,14.44,25.38,52.54,4.76,1.76,1.11,0.0,0.0,2.87,92.37,6.52,32.0729,0.27478591817316844,7.63,0.57118,1.11,32.07291666666667,7.63,39.82,2.9391619220655967,train,,,
2008,Kazakhstan,KAZ,Eurasia,18.1,13.02,15.01,24.66,51.05,4.72,2.9,1.53,0.0,0.13,4.56,90.72,7.619999999999999,19.8512,0.2939678809244027,9.28,0.564775,1.53,19.851203501094094,9.28,39.67,2.9496883350525844,train,,,
2009,Kazakhstan,KAZ,Eurasia,18.2,13.57,13.11,23.54,49.7,6.23,4.02,0.61,0.89,1.89,7.42,86.35,10.25,11.6218,0.2637296318648159,13.65,0.5313,1.5,11.621803499327052,13.65,36.65,2.954910279033736,train,,,
2010,Kazakhstan,KAZ,Eurasia,18.3,14.21,14.42,23.47,52.16,4.6,2.97,0.64,0.0,1.76,5.37,90.04,7.57,16.7361,0.2764040636381062,9.97,0.554945,0.64,16.736059479553905,9.969999999999999,37.89,2.9601050959108397,train,,,
2011,Kazakhstan,KAZ,Eurasia,18.5,13.74,13.24,23.33,52.15,4.87,3.71,0.26,1.28,1.17,6.42,88.72,8.58,13.7978,0.2538343558282209,11.29,0.54205,1.54,13.79782270606532,11.29,36.57,2.970414465569701,train,,,
2012,Kazakhstan,KAZ,Eurasia,18.6,13.95,12.62,24.36,47.55,6.89,4.45,1.17,0.13,2.83,8.58,84.53,11.34,9.8405,0.26534903280067285,15.47,0.522875,1.2999999999999998,9.840512223515717,15.469999999999999,36.98,2.975529566236472,train,,,
2013,Kazakhstan,KAZ,Eurasia,18.7,13.89,13.5,23.34,52.34,5.56,2.1,1.65,0.0,1.51,5.26,89.18,7.66,16.9222,0.25787965616045844,10.82,0.54558,1.65,16.922201138519927,10.82,36.84,2.9806186357439426,train,,,
2014,Kazakhstan,KAZ,Eurasia,18.9,13.92,12.17,23.86,51.41,4.99,2.95,1.63,1.0,2.01,7.58,87.44,7.94,11.5204,0.23667833527810192,12.57,0.531995,2.63,11.520421607378129,12.57,36.03,2.990719731730447,train,,,
2015,Kazakhstan,KAZ,Eurasia,19.0,13.6,13.07,22.81,52.23,5.56,3.81,1.8,0.0,0.72,6.34,88.1,9.37,13.874,0.2501914241960184,11.9,0.53681,1.8,13.874015748031496,11.899999999999999,35.879999999999995,2.995732273553991,train,,,
2016,Kazakhstan,KAZ,Eurasia,19.1,14.24,12.51,21.52,50.98,7.47,1.94,1.93,0.18,3.47,7.52,85.01,9.41,11.2895,0.24534222396548344,14.99,0.51591,2.11,11.289508632138116,14.989999999999998,34.03,3.0007198150650303,train,,,
2017,Kazakhstan,KAZ,Eurasia,19.3,13.79,12.47,23.1,51.51,5.67,4.38,1.14,1.7,0.03,7.24,87.08,10.05,12.011,0.24204192546583855,12.91,0.529745,2.84,12.011034482758621,12.91,35.57,3.0106208860477417,train,,,
2018,Kazakhstan,KAZ,Eurasia,19.4,14.18,13.52,21.85,50.51,6.59,3.21,0.74,1.4,2.17,7.53,85.88,9.8,11.3899,0.2676167854315123,14.12,0.52637,2.1399999999999997,11.389920424403183,14.120000000000001,35.370000000000005,3.0155349008501706,train,,,
2019,Kazakhstan,KAZ,Eurasia,19.5,13.84,14.08,21.32,52.97,8.23,2.6,0.0,0.0,0.8,3.39,88.37,10.83,25.9912,0.265760664401661,11.62,0.539065,0.0,25.991176470588236,11.620000000000001,35.4,3.0204248861443626,train,,,
2020,Kazakhstan,KAZ,Eurasia,19.7,13.84,14.38,22.2,50.53,5.72,1.64,1.61,0.66,3.26,7.16,87.11,7.359999999999999,12.1492,0.2845271072417887,12.88,0.5376850000000001,2.27,12.149232914923292,12.879999999999999,36.58,3.0301337002713233,train,,,
2021,Kazakhstan,KAZ,Eurasia,19.8,14.32,13.34,23.65,52.72,5.58,2.15,0.0,1.74,0.82,4.7,89.72,7.73,19.0488,0.2529869144699412,10.28,0.5480149999999999,1.74,19.04883227176221,10.280000000000001,36.989999999999995,3.0349529867072724,validation,13.82439289640995,13.719495254446322,0.49560710359005
2022,Kazakhstan,KAZ,Eurasia,19.9,14.37,13.43,22.62,52.3,5.53,3.31,0.63,1.75,0.44,6.12,88.35,8.84,14.4127,0.25673867329382527,11.65,0.5393,2.38,14.412724306688418,11.65,36.05,3.039749158970765,validation,13.862497436874728,13.924502390330739,0.5075025631252714
2023,Kazakhstan,KAZ,Eurasia,20.1,14.3,12.13,22.45,49.53,7.07,3.34,2.6,1.18,1.7,8.82,84.11,10.41,9.5255,0.24485264432781592,15.89,0.51256,3.7800000000000002,9.525481313703285,15.89,34.58,3.0492730404820207,validation,13.946548211185846,14.2242714556434,0.35345178881415507
2024,Kazakhstan,KAZ,Eurasia,20.2,14.51,12.16,21.39,51.4,8.09,1.99,1.66,1.33,1.99,6.97,84.94,10.08,12.1691,0.23652985800427934,15.06,0.5133249999999999,2.99,12.169054441260746,15.059999999999999,33.55,3.054001181677967,validation,13.912752960548904,14.361461399090809,0.597247039451096
2025,Kazakhstan,KAZ,Eurasia,20.4,14.07,11.87,21.83,54.52,6.79,1.81,2.97,0.17,0.05,5.0,88.21,8.6,17.6068,0.21767834219695578,11.79,0.527765,3.14,17.606786427145707,11.79,33.699999999999996,3.0633909220278057,validation,13.825227583495414,14.61970709509766,0.2447724165045866
2026,Kazakhstan,KAZ,Eurasia,20.5,13.91,11.68,23.1,50.49,8.11,2.07,1.26,0.32,2.97,6.62,85.26,10.18,12.8597,0.23128712871287127,14.73,0.517255,1.58,12.85972850678733,14.73,34.78,3.068052935133617,validation,13.938180675045885,14.930360273947283,-0.02818067504588484
2000,Kenya,KEN,Africa,47.6,0.23,13.7,34.64,10.45,1.07,24.81,0.0,0.4,14.93,40.14,58.79,25.88,1.4643,1.309751434034417,41.21,0.443825,0.4,1.4642590286425903,41.21,48.34,3.883623530906448,train,,,
2001,Kenya,KEN,Africa,48.0,0.24,14.45,33.69,10.41,1.72,24.79,1.18,0.0,13.76,39.73,58.55,26.509999999999998,1.4733,1.3867562380038387,41.45,0.44402,1.18,1.4733266230498239,41.449999999999996,48.14,3.8918202981106265,train,,,
2002,Kenya,KEN,Africa,48.4,0.24,14.47,33.5,11.24,1.31,23.6,0.87,1.26,13.75,39.48,59.21,24.91,1.4994,1.2862222222222224,40.79,0.44653,2.13,1.4993669283362878,40.79,47.97,3.899950424193877,train,,,
2003,Kenya,KEN,Africa,48.7,0.26,15.21,32.81,7.66,2.25,25.18,0.55,1.14,15.19,42.06,55.69,27.43,1.3237,1.9830508474576272,44.31,0.43264500000000006,1.69,1.323746137390064,44.31,48.02,3.906004933102583,train,,,
2004,Kenya,KEN,Africa,49.1,0.26,15.75,35.05,9.3,0.24,22.33,1.39,1.7,14.24,39.65,60.11,22.569999999999997,1.5156,1.6917293233082706,39.89,0.46222499999999994,3.09,1.5156328794755423,39.89,50.8,3.914021008090819,train,,,
2005,Kenya,KEN,Africa,49.5,0.27,15.33,34.8,9.97,0.18,25.22,0.0,2.56,11.92,39.71,60.11,25.4,1.5133,1.5360721442885772,39.89,0.459165,2.56,1.5133434038267874,39.89,50.129999999999995,3.9219733362813143,train,,,
2006,Kenya,KEN,Africa,49.9,0.29,14.65,33.61,11.17,1.04,25.58,0.23,0.96,12.77,39.54,59.42,26.619999999999997,1.5024,1.3103756708407872,40.58,0.44884,1.19,1.5024020227560053,40.58,48.26,3.929862923556477,train,,,
2007,Kenya,KEN,Africa,50.2,0.3,13.55,34.84,10.32,1.48,23.65,0.54,1.02,14.61,39.81,58.71,25.13,1.4744,1.3117134559535335,41.29,0.4432400000000001,1.56,1.4743847312908087,41.29,48.39,3.9357395320454622,train,,,
2008,Kenya,KEN,Africa,50.6,0.29,13.51,33.74,9.59,0.0,23.72,3.84,1.79,13.82,43.16,56.84,23.72,1.3167,1.4072916666666666,43.16,0.431305,5.63,1.3166550845494558,43.16,47.25,3.9435216724875173,train,,,
2009,Kenya,KEN,Africa,51.0,0.3,14.0,32.51,9.86,1.44,25.96,1.77,0.88,13.59,42.19,56.37,27.400000000000002,1.3358,1.4184397163120568,43.63,0.428195,2.65,1.335781990521327,43.629999999999995,46.51,3.9512437185814275,train,,,
2010,Kenya,KEN,Africa,51.4,0.31,13.17,33.71,10.82,0.62,23.81,1.48,3.37,13.02,41.67,57.71,24.43,1.3846,1.2160664819944598,42.29,0.433215,4.85,1.3845969289827256,42.29,46.88,3.9589065913269965,train,,,
2011,Kenya,KEN,Africa,51.7,0.32,14.89,33.24,9.49,2.12,26.14,2.27,1.33,10.52,40.26,57.62,28.26,1.4308,1.5673684210526317,42.38,0.440905,3.6,1.4308418177303204,42.379999999999995,48.13,3.9646154555473165,train,,,
2012,Kenya,KEN,Africa,52.1,0.32,14.08,33.83,9.96,0.23,25.51,1.62,3.52,11.26,41.91,57.86,25.740000000000002,1.3802,1.412236710130391,42.14,0.439345,5.140000000000001,1.3802480916030535,42.13999999999999,47.91,3.9721769282478934,train,,,
2013,Kenya,KEN,Africa,52.5,0.34,12.84,32.86,10.4,2.08,25.35,3.51,2.14,10.82,41.82,56.09,27.43,1.3409,1.23342939481268,43.9,0.42164999999999997,5.65,1.3409036576619653,43.9,45.7,3.979681653901961,train,,,
2014,Kenya,KEN,Africa,52.9,0.35,13.02,32.09,12.21,1.95,24.26,1.72,3.6,11.14,40.72,57.33,26.21,1.4076,1.0654664484451717,42.67,0.4258200000000001,5.32,1.407561993616499,42.67,45.11,3.9871304779149512,train,,,
2015,Kenya,KEN,Africa,53.2,0.37,13.33,35.31,10.8,0.69,25.12,1.59,2.66,10.5,39.87,59.44,25.810000000000002,1.4905,1.2331174838112857,40.56,0.446725,4.25,1.4904714142427282,40.559999999999995,48.64,3.9926809084456005,train,,,
2016,Kenya,KEN,Africa,53.6,0.36,12.61,32.52,10.67,0.16,25.3,2.93,2.51,13.3,44.05,55.79,25.46,1.2662,1.1807116104868913,44.21,0.41801499999999997,5.4399999999999995,1.2662278710848844,44.209999999999994,45.13,4.000033882750859,train,,,
2017,Kenya,KEN,Africa,54.0,0.37,12.75,33.31,11.91,0.93,25.02,3.26,2.79,10.04,41.11,57.96,25.95,1.4095,1.0696308724832215,42.04,0.43091999999999997,6.05,1.4095330739299612,42.04,46.06,4.007333185232471,train,,,
2018,Kenya,KEN,Africa,54.4,0.36,12.05,31.94,9.13,2.42,26.34,3.52,3.33,11.27,44.46,53.12,28.759999999999998,1.1945,1.3183807439824946,46.88,0.401135,6.85,1.1945131549359118,46.88,43.99,4.014579593753238,train,,,
2019,Kenya,KEN,Africa,54.7,0.37,11.02,32.37,10.59,3.16,23.81,4.38,2.63,12.04,42.86,53.98,26.97,1.2592,1.039622641509434,46.02,0.40063000000000004,7.01,1.259155586657336,46.019999999999996,43.39,4.019980146933238,train,,,
2020,Kenya,KEN,Africa,55.1,0.39,12.21,33.95,12.2,1.41,25.3,3.19,0.49,11.26,40.23,58.36,26.71,1.4503,1.0000000000000002,41.64,0.43162500000000004,3.6799999999999997,1.4502982107355866,41.63999999999999,46.160000000000004,4.027135812528651,train,,,
2021,Kenya,KEN,Africa,55.5,0.4,11.99,33.47,11.87,2.18,25.59,1.56,3.81,9.54,40.5,57.32,27.77,1.415,1.0092592592592593,42.68,0.42434,5.37,1.4149592693162183,42.68,45.46,4.034240638152395,validation,0.4142124122035044,1.224840658224239,-0.014212412203504388
2022,Kenya,KEN,Africa,55.9,0.41,13.85,33.61,12.5,0.74,24.49,3.86,1.61,9.33,39.3,59.96,25.229999999999997,1.5253,1.1071143085531574,40.04,0.44682499999999997,5.47,1.5253116255405752,40.04,47.46,4.041295341132285,validation,0.37292193541081037,2.1811470178277546,0.03707806458918961
2023,Kenya,KEN,Africa,56.2,0.43,11.34,32.21,12.39,1.6,26.02,4.09,2.7,9.65,42.46,55.94,27.62,1.3172,0.914516129032258,44.06,0.41073,6.79,1.3171650576877796,44.06,43.55,4.046553898385752,validation,0.5904100322057051,1.4902325264885636,-0.1604100322057051
2024,Kenya,KEN,Africa,56.6,0.43,11.49,32.39,10.4,1.71,24.6,5.03,4.61,9.78,44.02,54.27,26.310000000000002,1.2326,1.1037463976945245,45.73,0.404625,9.64,1.2325687031569386,45.730000000000004,43.88,4.053522567701846,validation,0.24415581268132874,0.8473983095239639,0.18584418731867125
2025,Kenya,KEN,Africa,57.0,0.46,12.45,28.98,11.02,2.03,24.6,6.42,5.35,9.15,45.52,52.45,26.630000000000003,1.152,1.128739800543971,47.55,0.39144000000000007,11.77,1.1519877004173074,47.550000000000004,41.43,4.060443010546419,validation,0.31178985946174625,0.7332897512092362,0.14821014053825377
2026,Kenya,KEN,Africa,57.4,0.48,11.93,31.52,11.7,0.6,24.78,4.14,4.47,10.86,44.25,55.15,25.380000000000003,1.246,1.0187873612297182,44.85,0.40835,8.61,1.2460460912788072,44.85,43.45,4.067315889834181,validation,0.2612898346853367,0.9045728676119911,0.2187101653146633
2000,Kuwait,KWT,MENA,3.8,14.19,0.47,50.19,45.03,0.3,0.57,1.0,0.14,2.3,4.01,95.69,0.8699999999999999,23.8035,0.010435168738898756,4.31,0.58376,1.1400000000000001,23.80348258706468,4.31,50.66,1.5686159179138452,train,,,
2001,Kuwait,KWT,MENA,3.9,15.54,0.0,50.58,45.39,0.94,1.36,0.0,0.0,1.72,3.09,95.97,2.3,30.9581,0.0,4.03,0.583605,0.0,30.958064516129035,4.029999999999999,50.58,1.589235205116581,train,,,
2002,Kuwait,KWT,MENA,3.9,17.0,0.51,49.69,44.05,0.03,2.91,0.0,0.1,2.71,5.72,94.25,2.94,16.4485,0.011575124829777577,5.75,0.576,0.1,16.448516579406633,5.75,50.199999999999996,1.589235205116581,train,,,
2003,Kuwait,KWT,MENA,3.9,16.53,0.0,49.37,44.59,1.21,1.38,0.5,0.0,2.96,4.84,93.95,2.59,19.3711,0.0,6.05,0.57093,0.5,19.37113402061856,6.05,49.37,1.589235205116581,train,,,
2004,Kuwait,KWT,MENA,3.9,18.18,1.3,49.08,44.97,2.82,1.17,0.25,0.0,0.41,1.83,95.34,3.9899999999999998,51.8152,0.028901734104046246,4.65,0.583465,0.25,51.815217391304344,4.65,50.379999999999995,1.589235205116581,train,,,
2005,Kuwait,KWT,MENA,4.0,18.35,0.53,49.07,44.57,1.35,0.43,0.05,0.81,3.19,4.47,94.17,1.78,21.0201,0.011888739344997758,5.82,0.57389,0.8600000000000001,21.02008928571429,5.82,49.6,1.6094379124341003,train,,,
2006,Kuwait,KWT,MENA,4.0,19.85,0.0,51.22,44.97,0.0,0.43,2.39,0.0,0.99,3.81,96.19,0.43,25.1806,0.0,3.81,0.586515,2.39,25.180628272251308,3.81,51.22,1.6094379124341003,train,,,
2007,Kuwait,KWT,MENA,4.0,20.5,1.02,48.07,43.65,2.95,0.73,1.44,0.0,2.14,4.31,92.74,3.68,21.4676,0.023362345396243704,7.26,0.56715,1.44,21.467592592592595,7.26,49.09,1.6094379124341003,train,,,
2008,Kuwait,KWT,MENA,4.1,21.44,2.14,47.97,42.34,2.01,1.48,2.41,0.21,1.44,5.54,92.45,3.4899999999999998,16.6577,0.05053128689492326,7.55,0.571705,2.62,16.65765765765766,7.55,50.11,1.62924053973028,train,,,
2009,Kuwait,KWT,MENA,4.1,21.91,1.92,48.7,46.07,1.19,0.88,0.0,0.0,1.25,2.13,96.68,2.07,45.1776,0.041666666666666664,3.32,0.5917650000000001,0.0,45.17757009345795,3.32,50.620000000000005,1.62924053973028,train,,,
2010,Kuwait,KWT,MENA,4.1,23.29,0.0,49.48,44.21,0.5,0.54,3.17,0.0,2.09,5.8,93.69,1.04,16.1256,0.0,6.3,0.570045,3.17,16.125645438898452,6.3,49.48,1.62924053973028,train,,,
2011,Kuwait,KWT,MENA,4.2,22.36,1.18,48.33,45.42,0.96,0.0,1.87,0.4,1.85,4.11,94.93,0.96,23.0413,0.025974025974025972,5.07,0.578665,2.27,23.04126213592233,5.07,49.51,1.6486586255873816,train,,,
2012,Kuwait,KWT,MENA,4.2,23.11,0.26,47.56,43.84,0.08,0.53,4.13,1.1,2.52,8.27,91.65,0.61,11.0688,0.005929304446978335,8.35,0.55658,5.23,11.068840579710146,8.35,47.82,1.6486586255873816,train,,,
2013,Kuwait,KWT,MENA,4.2,22.39,0.0,48.77,46.17,1.23,0.86,2.09,0.14,0.74,3.83,94.93,2.09,24.7214,0.0,5.06,0.5735399999999999,2.23,24.721354166666668,5.0600000000000005,48.77,1.6486586255873816,train,,,
2014,Kuwait,KWT,MENA,4.2,21.9,0.81,47.77,42.9,1.33,2.35,2.48,0.01,2.35,7.19,91.48,3.68,12.7056,0.01887671871358658,8.52,0.5594250000000001,2.4899999999999998,12.705555555555556,8.52,48.580000000000005,1.6486586255873816,train,,,
2015,Kuwait,KWT,MENA,4.3,22.74,0.02,48.73,45.49,0.0,0.88,1.68,0.58,2.63,5.77,94.23,0.88,16.3028,0.00043956043956043956,5.77,0.57038,2.26,16.30276816608997,5.77,48.75,1.667706820558076,train,,,
2016,Kuwait,KWT,MENA,4.3,22.03,2.81,46.26,45.28,1.38,0.61,1.13,2.21,0.33,4.28,94.35,1.9899999999999998,21.993,0.06204460145727534,5.66,0.57881,3.34,21.99300699300699,5.66,49.07,1.667706820558076,train,,,
2017,Kuwait,KWT,MENA,4.3,22.53,2.3,45.58,42.45,1.27,3.02,4.63,0.14,0.61,8.4,90.33,4.29,10.7408,0.05416862929816297,9.67,0.555875,4.77,10.74078478002378,9.67,47.879999999999995,1.667706820558076,train,,,
2018,Kuwait,KWT,MENA,4.4,22.15,1.09,45.83,45.66,1.72,0.0,3.87,0.51,1.33,5.71,92.57,1.72,16.1836,0.023866871031311587,7.43,0.560095,4.38,16.183566433566433,7.43,46.92,1.6863989535702288,train,,,
2019,Kuwait,KWT,MENA,4.4,21.34,1.24,47.39,45.83,0.25,0.94,3.19,0.0,1.16,5.29,94.46,1.19,17.8226,0.02705061082024433,5.54,0.57406,3.19,17.82264150943396,5.54,48.63,1.6863989535702288,train,,,
2020,Kuwait,KWT,MENA,4.4,21.43,2.92,45.64,46.19,0.97,1.32,2.96,0.0,0.0,4.28,94.75,2.29,22.0862,0.0632034632034632,5.25,0.5793550000000001,2.96,22.086247086247084,5.25,48.56,1.6863989535702288,train,,,
2021,Kuwait,KWT,MENA,4.5,21.91,2.25,43.4,42.94,3.0,0.26,4.23,1.81,2.13,8.42,88.58,3.26,10.5077,0.05238649592549477,11.42,0.54123,6.040000000000001,10.507710557532622,11.42,45.65,1.7047480922384253,validation,20.98249364790937,21.710171081449282,0.9275063520906315
2022,Kuwait,KWT,MENA,4.5,22.79,0.0,44.92,45.17,2.92,0.24,3.73,1.26,1.77,6.99,90.09,3.16,12.87,0.0,9.91,0.540165,4.99,12.870000000000001,9.91,44.92,1.7047480922384253,validation,21.304482299579156,21.67410348014613,1.4855177004208429
2023,Kuwait,KWT,MENA,4.5,22.83,1.69,44.96,44.69,1.22,2.27,4.21,0.87,0.09,7.44,91.34,3.49,12.2604,0.03780760626398211,8.66,0.555205,5.08,12.260402684563758,8.66,46.65,1.7047480922384253,validation,22.046401085022858,22.18065121208832,0.7835989149771407
2024,Kuwait,KWT,MENA,4.5,23.15,2.81,44.63,45.16,1.01,1.06,3.05,0.0,2.28,6.4,92.59,2.0700000000000003,14.4446,0.06220943103829976,7.41,0.566045,3.05,14.444617784711388,7.41,47.440000000000005,1.7047480922384253,validation,22.22051127818842,22.590822244089445,0.9294887218115768
2025,Kuwait,KWT,MENA,4.6,22.32,1.07,44.96,43.32,0.1,2.04,6.48,0.34,1.69,10.56,89.35,2.14,8.4532,0.02469420724671129,10.66,0.54284,6.82,8.453169347209082,10.66,46.03,1.7227665977411035,validation,21.310974791309015,22.111242305118097,1.0090252086909857
2026,Kuwait,KWT,MENA,4.6,21.68,1.14,42.97,44.86,0.52,2.15,5.15,0.94,2.27,10.51,88.97,2.67,8.4572,0.02540673055493648,11.03,0.535545,6.09,8.457224334600761,11.03,44.11,1.7227665977411035,validation,20.9198881071596,21.979785006523567,0.7601118928403992
2000,Malaysia,MYS,Asia,28.9,4.96,34.42,33.25,13.81,0.79,11.06,1.33,0.0,5.35,17.73,81.48,11.850000000000001,4.593,2.4905933429811866,18.52,0.6557200000000001,1.33,4.593010146561443,18.52,67.67,3.3978584803966405,train,,,
2001,Malaysia,MYS,Asia,29.1,5.15,34.11,34.31,12.38,2.08,8.5,2.59,0.0,6.02,17.12,80.8,10.58,4.7169,2.7530266343825662,19.2,0.654135,2.59,4.716870986573262,19.200000000000003,68.42,3.40452517175483,train,,,
2002,Malaysia,MYS,Asia,29.4,5.3,33.45,34.19,12.05,2.06,9.94,1.34,0.53,6.44,18.25,79.68,12.0,4.3636,2.77363184079602,20.31,0.64515,1.87,4.363636363636363,20.31,67.64,3.414442608412176,train,,,
2003,Malaysia,MYS,Asia,29.6,5.47,33.55,34.36,12.35,3.09,10.24,0.64,0.27,5.5,16.65,80.26,13.33,4.8175,2.7144012944983817,19.74,0.648775,0.91,4.817527010804322,19.74,67.91,3.4210000089583352,train,,,
2004,Malaysia,MYS,Asia,29.8,5.54,32.56,33.23,12.02,2.84,10.53,2.78,0.01,6.03,19.35,77.81,13.37,4.0191,2.7065669160432257,22.19,0.628915,2.7899999999999996,4.019111570247933,22.19,65.78999999999999,3.427514689979529,train,,,
2005,Malaysia,MYS,Asia,30.0,5.78,32.83,36.72,12.32,1.27,10.88,0.76,0.01,5.2,16.86,81.87,12.15,4.853,2.662611516626115,18.13,0.6591400000000001,0.77,4.852993479549496,18.13,69.55,3.4339872044851463,train,,,
2006,Malaysia,MYS,Asia,30.3,6.01,33.04,32.54,13.18,1.83,10.7,2.44,0.0,6.28,19.41,78.76,12.53,4.0556,2.5049279757391965,21.24,0.63376,2.44,4.055612770339856,21.240000000000002,65.58,3.4436180975461075,train,,,
2007,Malaysia,MYS,Asia,30.5,5.9,31.37,33.54,12.55,2.61,12.42,1.99,0.61,4.91,19.93,77.45,15.03,3.8842,2.497611464968153,22.54,0.6217250000000001,2.6,3.8841524573721165,22.54,64.91,3.449987545831587,train,,,
2008,Malaysia,MYS,Asia,30.7,6.05,31.07,35.61,14.44,1.28,9.16,2.21,2.21,4.01,17.59,81.13,10.44,4.6097,2.150173010380623,18.87,0.6427550000000001,4.42,4.609659090909091,18.87,66.68,3.456316680883235,train,,,
2009,Malaysia,MYS,Asia,31.0,6.24,32.59,33.11,13.12,1.87,11.72,1.03,0.65,5.9,19.31,78.81,13.59,4.0792,2.4821020563594827,21.18,0.633265,1.6800000000000002,4.079192546583851,21.18,65.7,3.4657359027997265,train,,,
2010,Malaysia,MYS,Asia,31.2,6.37,31.08,31.98,15.13,3.37,10.23,2.06,1.07,5.08,18.45,78.19,13.600000000000001,4.2356,2.052840158520475,21.82,0.618735,3.13,4.235644637053087,21.82,63.06,3.4719664525503626,train,,,
2011,Malaysia,MYS,Asia,31.4,6.82,27.65,32.11,15.24,2.05,9.72,3.89,3.42,5.9,22.94,75.01,11.77,3.2684,1.8131147540983605,24.99,0.585905,7.3100000000000005,3.2684095860566447,24.990000000000002,59.76,3.4781584227982836,train,,,
2012,Malaysia,MYS,Asia,31.6,6.93,28.54,32.25,15.21,1.96,11.74,4.84,1.03,4.44,22.04,76.0,13.7,3.4467,1.8751642575558474,24.0,0.59572,5.87,3.4467120181405893,24.0,60.79,3.484312288372662,train,,,
2013,Malaysia,MYS,Asia,31.9,7.13,31.24,34.5,15.78,3.69,9.73,0.94,0.42,3.71,14.8,81.51,13.42,5.5037,1.9784673844205194,18.49,0.64216,1.3599999999999999,5.503713706954761,18.490000000000002,65.74,3.493472657771326,train,,,
2014,Malaysia,MYS,Asia,32.1,7.2,30.79,34.55,15.05,1.41,9.65,2.82,1.7,4.03,18.19,80.39,11.06,4.417,2.044488711819389,19.6,0.63475,4.52,4.417032967032966,19.6,65.34,3.4995332823830174,train,,,
2015,Malaysia,MYS,Asia,32.3,7.39,30.12,31.33,15.2,2.05,10.88,3.91,3.38,3.14,21.31,76.65,12.93,3.5952,1.980276134122288,23.36,0.604575,7.29,3.5952157598499066,23.36,61.45,3.505557396986398,train,,,
2016,Malaysia,MYS,Asia,32.5,7.33,29.53,32.14,14.83,2.61,12.03,3.54,2.39,2.91,20.88,76.51,14.639999999999999,3.6625,1.9898921832884098,23.49,0.603085,5.93,3.66251795117281,23.49,61.67,3.5115454388310208,train,,,
2017,Malaysia,MYS,Asia,32.8,7.66,28.45,32.61,16.3,2.37,10.3,3.09,2.1,4.78,20.27,77.36,12.670000000000002,3.8146,1.7443286327406495,22.64,0.602425,5.1899999999999995,3.814595660749507,22.64,61.06,3.520460802488973,train,,,
